rowid,kepid,kepoi_name,koi_disposition,koi_period,koi_period_err1,koi_period_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_incl,koi_teq,koi_insol,koi_insol_err1,koi_insol_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_model_snr,koi_num_transits,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,target_encoded
159,6022556,K00844.01,CONFIRMED,3.709870784,3.04e-06,-3.04e-06,3.0694,0.0265,-0.0265,2020.0,20.1,-20.1,0.023,0.323,-0.023,0.040686,0.000711,-0.000254,1.22579,0.002,-0.30307,4.35,0.64,-0.28,0.0471,89.86,1151.0,415.1,163.27,-72.1,9.6255,0.0157,-0.0157,5727.0,77.0,-85.0,4.463,0.04,-0.12,0.14,0.15,-0.15,0.978,0.146,-0.062,1.013,0.056,-0.062,116.1,279.0,0,0,0,0,1
160,6032497,K00845.01,CONFIRMED,16.3297527,3.61e-05,-3.61e-05,6.271,0.112,-0.112,1190.0,18.1,-18.1,0.791,0.091,-0.541,0.034822,0.00206,-0.00305,0.16717,0.40088,-0.0896,3.75,1.11,-0.47,0.1255,86.59,727.0,66.08,57.11,-21.98,13.31,6.4,-6.4,5878.0,158.0,-193.0,4.444,0.084,-0.196,-0.06,0.3,-0.3,0.987,0.291,-0.125,0.989,0.127,-0.115,74.6,85.0,0,0,0,0,1
161,6061119,K00846.01,CONFIRMED,27.80756622,4.75e-06,-4.75e-06,4.21587,0.00935,-0.00935,25400.0,47.3,-47.3,0.782,0.002,-0.003,0.161479,0.000274,-0.000299,1.98053,0.02414,-0.02349,13.84,3.63,-1.21,0.1711,88.96,554.0,22.24,17.69,-5.87,43.26,0.527,-0.527,5862.0,177.0,-177.0,4.584,0.044,-0.176,-0.52,0.3,-0.3,0.785,0.206,-0.069,0.865,0.088,-0.096,748.1,50.0,0,0,0,0,1
162,6191521,K00847.01,CONFIRMED,80.8723469,0.000147,-0.000147,11.195,0.13,-0.13,3600.0,25.9,-25.9,0.527,0.08,-0.309,0.056129,0.00262,-0.00156,0.37264,0.21395,-0.00475,7.59,1.24,-1.52,0.3577,89.4,452.0,9.88,4.3,-3.87,50.5,14.5,-14.5,5510.0,82.0,-71.0,4.222,0.195,-0.105,0.16,0.15,-0.1,1.238,0.202,-0.247,0.932,0.066,-0.044,160.9,17.0,0,0,0,0,1
164,3531558,K00118.01,CONFIRMED,24.99324319,6.13e-05,-6.13e-05,5.9409,0.0669,-0.0669,270.0,4.9,-4.9,0.686,0.015,-0.505,0.015956,0.00177,-0.000951,0.42385,0.51873,-0.06335,2.29,0.12,-0.08,0.1651,88.37,712.0,60.88,10.13,-7.34,24.1,9.8,-9.8,5718.0,85.0,-77.0,4.181,0.018,-0.016,0.0,0.15,-0.15,1.317,0.064,-0.048,0.961,0.082,-0.055,62.0,53.0,0,0,0,0,1
165,6276477,K00849.01,CONFIRMED,10.35533116,2.09e-05,-2.09e-05,3.1775,0.0602,-0.0602,751.0,17.4,-17.4,0.029,0.429,-0.029,0.024674,0.000863,-0.00039,2.92779,0.1919,-0.95409,2.47,0.59,-0.31,0.0895,89.93,777.0,86.22,62.02,-27.32,25.51,1.7,-1.7,5501.0,164.0,-147.0,4.462,0.084,-0.168,0.02,0.25,-0.3,0.918,0.217,-0.117,0.891,0.099,-0.082,49.2,127.0,0,0,0,0,1
166,6863998,K00867.01,CONFIRMED,16.08518937,3.02e-05,-3.02e-05,3.984,0.0875,-0.0875,1440.0,26.7,-26.7,0.867,0.011,-0.613,0.040767,0.000692,-0.0056,0.41177,2.08519,-0.04524,3.68,0.54,-0.36,0.1173,87.21,613.0,33.43,16.76,-9.37,17.79,8.2,-8.2,5239.0,174.0,-158.0,4.523,0.06,-0.09,0.0,0.25,-0.3,0.826,0.122,-0.081,0.83,0.085,-0.07,62.6,82.0,0,0,0,0,1
168,6948054,K00869.01,CONFIRMED,7.49018305,1.18e-05,-1.18e-05,2.7297,0.0424,-0.0424,1120.0,22.7,-22.7,0.02,0.404,-0.02,0.029843,0.00101,-0.000412,3.3941,0.20437,-0.91676,2.56,0.17,-0.12,0.0703,89.95,753.0,76.06,17.21,-12.63,21.59,1.3,-1.3,5103.0,101.0,-101.0,4.562,0.032,-0.052,0.04,0.15,-0.15,0.787,0.051,-0.039,0.823,0.041,-0.047,53.0,178.0,0,0,0,0,1
169,6948054,K00869.02,CONFIRMED,36.2761238,0.000106,-0.000106,4.7865,0.0756,-0.0756,1570.0,35.5,-35.5,0.035,0.379,-0.035,0.035273,0.00118,-0.000479,3.09103,0.08058,-0.91985,3.03,0.2,-0.15,0.2012,89.97,445.0,9.29,2.1,-1.55,59.91,1.6,-1.6,5103.0,101.0,-101.0,4.562,0.032,-0.052,0.04,0.15,-0.15,0.787,0.051,-0.039,0.823,0.041,-0.047,45.5,39.0,0,0,0,0,1
170,6948054,K00869.03,CONFIRMED,17.46087931,5.28e-05,-5.28e-05,2.2641,0.0721,-0.0721,812.0,38.3,-38.3,0.594,0.326,-0.377,0.026969,0.00597,-0.00143,7.45729,5.94226,-6.40602,2.32,0.15,-0.12,0.1236,89.31,568.0,24.6,5.57,-4.08,49.3,19.7,-19.7,5103.0,101.0,-101.0,4.562,0.032,-0.052,0.04,0.15,-0.15,0.787,0.051,-0.039,0.823,0.041,-0.047,22.6,69.0,0,0,0,0,1
171,6435936,K00854.01,CONFIRMED,56.0560754,0.000275,-0.000275,4.685,0.132,-0.132,1630.0,66.7,-66.7,0.018,0.413,-0.018,0.036134,0.00147,-0.000983,5.11354,0.40953,-1.64419,1.94,0.12,-0.22,0.228,89.99,233.0,0.69,0.15,-0.19,94.7,7.6,-7.6,3593.0,71.0,-86.0,4.757,0.054,-0.027,0.26,0.15,-0.15,0.491,0.03,-0.055,0.503,0.036,-0.054,27.4,24.0,0,0,0,0,1
172,6522242,K00855.01,CONFIRMED,41.40831669,6.58e-06,-6.58e-06,5.0264,0.0136,-0.0136,22800.0,31.4,-31.4,0.377,0.016,-0.029,0.139516,0.000244,-0.000431,3.42177,0.10004,-0.09238,11.38,2.07,-1.04,0.2162,89.68,453.0,9.93,5.69,-2.57,67.69,2.0,-2.0,5522.0,165.0,-148.0,4.586,0.048,-0.112,-0.46,0.3,-0.3,0.747,0.136,-0.068,0.786,0.094,-0.07,907.8,33.0,0,0,0,0,1
174,6587280,K00857.01,CONFIRMED,5.715425977,7.78e-06,-7.78e-06,2.5242,0.0418,-0.0418,908.0,17.4,-17.4,0.348,0.098,-0.347,0.027348,0.000448,-0.000922,2.71439,0.65582,-0.54376,2.47,0.37,-0.17,0.0611,88.81,850.0,123.03,60.12,-28.62,16.74,4.0,-4.0,5237.0,157.0,-157.0,4.572,0.028,-0.112,0.24,0.2,-0.3,0.826,0.124,-0.057,0.927,0.047,-0.095,59.4,181.0,0,0,0,0,1
175,9471974,K00119.01,CONFIRMED,49.18394185,2.48e-05,-2.48e-05,11.3364,0.051,-0.051,1650.0,5.4,-5.4,0.035,0.361,-0.035,0.036501,0.000754,-0.000244,0.31666,0.00588,-0.07202,8.2,0.5,-0.55,0.2829,89.94,669.0,47.4,9.4,-8.38,34.34,0.638,-0.638,5626.0,89.0,-78.0,3.907,0.04,-0.036,0.36,0.1,-0.15,2.057,0.125,-0.138,1.247,0.082,-0.067,355.7,29.0,0,0,0,0,1
176,6587280,K00857.02,CONFIRMED,20.0261412,0.000127,-0.000127,1.611,0.195,-0.195,421.0,60.7,-60.7,0.957,0.003,-0.689,0.025305,0.00417,-0.00661,2.00738,115.24919,-0.66741,2.28,0.35,-0.16,0.1409,88.43,559.0,23.14,11.3,-5.39,34.9,17.4,-17.4,5237.0,157.0,-157.0,4.572,0.028,-0.112,0.24,0.2,-0.3,0.826,0.124,-0.057,0.927,0.047,-0.095,10.7,54.0,0,0,0,0,1
179,6685526,K00861.01,CONFIRMED,2.237489571,5.02e-06,-5.02e-06,1.8119,0.0554,-0.0554,316.0,11.8,-11.8,0.128,0.325,-0.127,0.015942,0.000629,-0.000458,3.26761,0.22387,-1.26902,1.41,0.13,-0.05,0.0325,89.23,1160.0,427.17,109.22,-54.78,9.527,0.653,-0.653,5265.0,73.0,-84.0,4.58,0.014,-0.081,0.14,0.15,-0.15,0.81,0.073,-0.029,0.91,0.027,-0.066,30.7,595.0,0,0,0,0,1
182,6849310,K00864.01,CONFIRMED,4.311780262,4.34e-06,-4.34e-06,2.7251,0.0314,-0.0314,1150.0,15.0,-15.0,0.196,0.221,-0.196,0.030716,0.000643,-0.000431,1.86883,0.19721,-0.3888,3.11,0.39,-0.21,0.0511,89.08,1038.0,274.84,91.4,-49.59,12.25,1.3,-1.3,5527.0,74.0,-83.0,4.484,0.04,-0.112,0.16,0.15,-0.15,0.927,0.115,-0.062,0.956,0.044,-0.059,86.1,299.0,0,0,0,0,1
183,6849310,K00864.02,CONFIRMED,20.0504494,8.83e-05,-8.83e-05,4.556,0.0986,-0.0986,841.0,23.5,-23.5,0.383,0.081,-0.383,0.026569,0.000508,-0.000927,1.54536,0.51388,-0.27944,2.69,0.33,-0.18,0.1423,89.31,622.0,35.44,11.79,-6.39,32.0,10.6,-10.6,5527.0,74.0,-83.0,4.484,0.04,-0.112,0.16,0.15,-0.15,0.927,0.115,-0.062,0.956,0.044,-0.059,37.8,64.0,0,0,0,0,1
184,6849310,K00864.03,CONFIRMED,9.76734503,3.05e-05,-3.05e-05,1.6585,0.0777,-0.0777,569.0,31.7,-31.7,0.9,0.023,-0.633,0.026407,0.00188,-0.00486,2.17446,21.53116,-0.51817,2.67,0.33,-0.18,0.0881,87.68,791.0,92.46,30.75,-16.68,22.2,11.0,-11.0,5527.0,74.0,-83.0,4.484,0.04,-0.112,0.16,0.15,-0.15,0.927,0.115,-0.062,0.956,0.044,-0.059,21.1,122.0,0,0,0,0,1
186,9471974,K00119.02,CONFIRMED,190.3200468,0.000533,-0.000533,15.284,0.209,-0.209,1140.0,8.5,-8.5,0.812,0.048,-0.01,0.034654,0.000861,-0.000553,0.11866,0.17704,-0.02386,7.78,0.48,-0.52,0.6972,89.24,426.0,7.8,1.55,-1.38,61.0,30.3,-30.3,5626.0,89.0,-78.0,3.907,0.04,-0.036,0.36,0.1,-0.15,2.057,0.125,-0.138,1.247,0.082,-0.067,139.3,7.0,0,0,0,0,1
188,7366258,K00880.01,CONFIRMED,26.44439337,3.65e-05,-3.65e-05,3.9783,0.0417,-0.0417,1840.0,22.2,-22.2,0.03,0.355,-0.03,0.038511,0.00088,-0.000357,3.96328,0.17855,-0.85611,3.91,0.43,-0.29,0.1687,89.97,562.0,23.54,7.96,-4.92,52.72,2.4,-2.4,5427.0,108.0,-108.0,4.463,0.064,-0.088,0.16,0.15,-0.15,0.929,0.104,-0.069,0.915,0.051,-0.051,88.0,53.0,0,0,0,0,1
189,7366258,K00880.02,CONFIRMED,51.53997972,5.61e-05,-5.61e-05,6.3994,0.0438,-0.0438,3640.0,23.9,-23.9,0.183,0.165,-0.183,0.05435,0.000727,-0.000517,1.85679,0.10656,-0.30467,5.51,0.62,-0.41,0.2632,89.84,450.0,9.67,3.27,-2.02,63.88,3.7,-3.7,5427.0,108.0,-108.0,4.463,0.064,-0.088,0.16,0.15,-0.15,0.929,0.104,-0.069,0.915,0.051,-0.051,155.5,28.0,0,0,0,0,1
190,7366258,K00880.03,CONFIRMED,5.902245782,7.37e-06,-7.37e-06,2.9003,0.0317,-0.0317,702.0,12.8,-12.8,0.209,0.165,-0.209,0.023909,0.000453,-0.000375,2.05923,0.20312,-0.36699,2.43,0.27,-0.18,0.0621,89.23,926.0,173.74,58.69,-36.35,15.59,1.5,-1.5,5427.0,108.0,-108.0,4.463,0.064,-0.088,0.16,0.15,-0.15,0.929,0.104,-0.069,0.915,0.051,-0.051,59.3,220.0,0,0,0,0,1
