rowid,kepid,kepoi_name,koi_disposition,koi_period,koi_period_err1,koi_period_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_incl,koi_teq,koi_insol,koi_insol_err1,koi_insol_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_model_snr,koi_num_transits,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,target_encoded
4785,3120904,K03277.01,CONFIRMED,42.9136635,0.000331,-0.000331,5.227,0.166,-0.166,161.0,10.1,-10.1,0.403,0.041,-0.403,0.011762,0.000322,-0.000626,2.02553,0.89097,-0.28088,3.19,0.38,-0.83,0.2697,89.6,810.0,101.56,36.45,-50.4,58.2,25.6,-25.6,6049.0,121.0,-121.0,3.8,0.21,-0.07,0.18,0.15,-0.15,2.483,0.299,-0.648,1.419,0.157,-0.192,18.2,32.0,0,0,0,0,1
4787,11757451,K04745.01,CONFIRMED,177.668663,0.00332,-0.00332,9.298,0.463,-0.463,901.0,81.0,-81.0,0.772,0.175,-0.53,0.030353,0.0065,-0.00411,0.59089,1.56444,-0.1155,2.32,0.13,-0.09,0.5594,89.56,233.0,0.7,0.13,-0.1,99.5,43.9,-43.9,4721.0,75.0,-85.0,4.615,0.021,-0.036,-0.02,0.15,-0.15,0.701,0.039,-0.029,0.74,0.037,-0.037,12.7,8.0,0,0,0,0,1
4789,8047428,K04747.01,CONFIRMED,92.263742,0.00265,-0.00265,8.605,0.725,-0.725,297.0,28.1,-28.1,0.273,0.177,-0.272,0.015844,0.000686,-0.00113,1.14445,0.1044,-0.60638,2.22,0.4,-0.3,0.4204,89.81,469.0,11.42,5.33,-3.37,80.16,7.3,-7.3,6084.0,81.0,-90.0,4.287,0.099,-0.121,0.14,0.15,-0.15,1.283,0.23,-0.173,1.167,0.081,-0.089,12.2,15.0,0,0,0,0,1
4804,3544640,K03279.01,CONFIRMED,30.8278245,0.000316,-0.000316,4.214,0.215,-0.215,641.0,52.1,-52.1,0.023,0.426,-0.022,0.023114,0.00141,-0.000946,3.71889,0.65246,-1.42562,2.42,0.68,-0.27,0.1954,89.98,585.0,27.66,23.77,-9.06,57.2,10.0,-10.0,5982.0,189.0,-232.0,4.493,0.048,-0.192,-0.04,0.25,-0.35,0.96,0.27,-0.108,1.047,0.126,-0.139,13.9,38.0,0,0,0,0,1
4805,10653179,K03280.01,CONFIRMED,47.1607932,0.000436,-0.000436,4.003,0.231,-0.231,723.0,61.7,-61.7,0.028,0.426,-0.028,0.02451,0.00141,-0.00123,6.65919,0.04597,-3.78071,2.58,0.67,-0.28,0.262,89.98,503.0,15.07,11.47,-4.63,92.167,0.636,-0.636,5936.0,158.0,-193.0,4.501,0.046,-0.184,0.07,0.2,-0.35,0.965,0.25,-0.107,1.075,0.102,-0.165,13.6,25.0,0,0,0,0,1
4806,12066569,K03282.01,CONFIRMED,49.2768448,0.000336,-0.000336,3.787,0.171,-0.171,1130.0,73.0,-73.0,0.022,0.419,-0.022,0.030272,0.00152,-0.00114,8.36473,1.05794,-3.11196,1.75,0.09,-0.13,0.2126,89.99,271.0,1.28,0.26,-0.26,102.4,13.0,-13.0,3899.0,78.0,-78.0,4.713,0.039,-0.021,-0.2,0.15,-0.15,0.529,0.028,-0.038,0.528,0.036,-0.03,17.8,26.0,0,0,0,0,1
4807,6497146,K03284.01,CONFIRMED,35.2330694,0.000271,-0.000271,3.674,0.215,-0.215,353.0,27.5,-27.5,0.139,0.323,-0.139,0.016941,0.00107,-0.000725,6.12686,0.96504,-2.63386,0.97,0.06,-0.07,0.1729,89.89,288.0,1.62,0.37,-0.34,73.8,11.6,-11.6,3749.0,75.0,-84.0,4.743,0.033,-0.033,0.16,0.15,-0.15,0.524,0.033,-0.037,0.554,0.028,-0.043,14.5,38.0,0,0,0,0,1
4825,8016691,K03286.01,CONFIRMED,18.1373788,0.000231,-0.000231,3.844,0.24,-0.24,311.0,32.6,-32.6,0.945,0.016,-0.674,0.021423,0.00412,-0.00631,0.1568,3.89289,-0.05828,1.41,0.11,-0.15,0.1132,86.12,433.0,8.31,2.8,-2.63,13.97,6.9,-6.9,4257.0,148.0,-163.0,4.648,0.059,-0.023,-0.3,0.3,-0.3,0.602,0.048,-0.064,0.589,0.064,-0.052,11.3,67.0,0,0,0,0,1
4826,6584273,K03287.01,CONFIRMED,51.1104797,0.000434,-0.000434,7.712,0.21,-0.21,330.0,17.5,-17.5,0.029,0.418,-0.029,0.016631,0.000683,-0.000558,0.98634,0.06846,-0.37878,1.6,0.45,-0.14,0.2668,89.97,478.0,12.38,9.89,-3.25,51.45,3.6,-3.6,5968.0,143.0,-178.0,4.534,0.046,-0.184,-0.26,0.3,-0.3,0.881,0.246,-0.077,0.97,0.107,-0.118,21.9,19.0,0,0,0,0,1
4827,5768816,K03288.01,CONFIRMED,47.9869119,0.000257,-0.000257,5.342,0.143,-0.143,859.0,37.6,-37.6,0.873,0.05,-0.596,0.031301,7.1e-05,-0.00477,0.44083,2.694,-0.20897,3.35,0.88,-0.47,0.2495,88.67,493.0,14.01,10.85,-4.76,37.7,17.7,-17.7,5641.0,152.0,-152.0,4.408,0.12,-0.18,-0.06,0.3,-0.3,0.981,0.258,-0.139,0.899,0.114,-0.085,25.7,22.0,0,0,0,0,1
4865,6368175,K03503.01,CONFIRMED,21.1876185,0.000714,-0.000714,3.69,1.0,-1.0,71.7,9.7,-9.7,0.777,0.212,-0.555,0.008483,0.0017,-0.00131,0.94594,0.85424,-0.94372,0.79,0.22,-0.06,0.1462,88.42,676.0,49.23,40.45,-12.06,28.2,12.7,-12.7,6355.0,158.0,-206.0,4.547,0.036,-0.204,-0.8,0.3,-0.3,0.849,0.242,-0.061,0.925,0.083,-0.104,8.5,63.0,0,0,0,0,1
4873,4939346,K01873.02,CONFIRMED,34.9168399,0.000746,-0.000746,7.343,0.451,-0.451,500.0,35.2,-35.2,0.026,0.437,-0.026,0.020479,0.000726,-0.00121,0.78993,0.47341,-0.42202,2.39,0.72,-0.29,0.2199,89.96,602.0,31.13,28.66,-11.33,37.1,11.1,-11.1,6194.0,196.0,-295.0,4.445,0.052,-0.195,0.07,0.25,-0.3,1.069,0.323,-0.129,1.161,0.138,-0.169,15.4,30.0,0,0,0,0,1
4876,6268648,K01613.02,CANDIDATE,94.094392,0.00305,-0.00305,10.833,0.606,-0.606,46.6,4.6,-4.6,0.32,0.119,-0.32,0.006318,0.000281,-0.000448,0.54193,0.12483,-0.20527,0.9,0.04,-0.03,0.4015,89.71,486.0,13.14,1.86,-1.72,63.3,14.6,-14.6,6099.0,79.0,-85.0,4.193,0.016,-0.018,-0.3,0.15,-0.15,1.308,0.054,-0.054,0.974,0.071,-0.064,10.6,11.0,0,0,0,0,0
4877,11455428,K03365.01,CONFIRMED,22.1270885,0.000257,-0.000257,4.472,0.268,-0.268,418.0,38.6,-38.6,0.956,0.016,-0.667,0.024942,0.000462,-0.00737,0.10732,3.63601,-0.05756,3.94,1.19,-1.46,0.1525,86.1,721.0,63.98,59.7,-41.56,14.06,7.0,-7.0,5312.0,175.0,-159.0,4.103,0.406,-0.174,0.34,0.1,-0.25,1.445,0.438,-0.536,0.963,0.079,-0.086,12.6,56.0,0,0,0,0,1
4884,6265665,K03436.01,CONFIRMED,44.2018402,0.000348,-0.000348,4.949,0.192,-0.192,236.0,14.8,-14.8,0.348,0.121,-0.348,0.013886,0.000599,-0.000671,2.65465,0.90106,-0.68849,1.14,0.12,-0.12,0.2196,89.69,409.0,6.59,2.47,-1.86,65.0,22.1,-22.1,5002.0,151.0,-136.0,4.543,0.077,-0.063,-0.18,0.3,-0.3,0.753,0.079,-0.079,0.723,0.1,-0.05,18.6,26.0,0,0,0,0,1
4901,11657614,K03370.01,CANDIDATE,24.352541,0.00141,-0.00141,2.782,0.814,-0.814,349.0,85.8,-85.8,0.505,0.527,-0.293,0.017258,0.00179,-0.00371,6.57066,23.61484,-5.47935,1.52,0.05,-0.11,0.1512,89.51,498.0,14.52,2.04,-2.73,59.1,26.5,-26.5,4891.0,78.0,-78.0,4.516,0.068,-0.02,0.16,0.15,-0.15,0.805,0.028,-0.056,0.776,0.052,-0.028,5.8,51.0,0,0,0,0,0
4902,11657614,K03370.02,CONFIRMED,5.94228603,7.91e-05,-7.91e-05,2.169,0.34,-0.34,250.0,40.6,-40.6,0.097,0.367,-0.097,0.014007,0.00151,-0.00125,5.05497,1.97541,-4.16471,1.23,0.04,-0.08,0.059,89.74,797.0,95.34,13.42,-17.94,21.13,8.3,-8.3,4891.0,78.0,-78.0,4.516,0.068,-0.02,0.16,0.15,-0.15,0.805,0.028,-0.056,0.776,0.052,-0.028,7.5,228.0,0,0,0,0,1
4904,11125797,K03371.01,CANDIDATE,58.1263775,0.000585,-0.000585,4.018,0.22,-0.22,272.0,21.2,-21.2,0.016,0.466,-0.016,0.014795,0.000925,-0.000689,7.89676,0.52392,-3.93954,1.32,0.17,-0.04,0.2869,89.99,404.0,6.28,2.06,-0.75,112.14,7.4,-7.4,5413.0,73.0,-81.0,4.579,0.011,-0.105,0.07,0.15,-0.15,0.82,0.1,-0.027,0.931,0.033,-0.066,13.8,19.0,0,0,0,0,0
4905,9785921,K03372.01,CONFIRMED,26.7575866,0.000294,-0.000294,5.858,0.278,-0.278,455.0,29.8,-29.8,0.407,0.058,-0.407,0.01988,0.00056,-0.00116,0.91858,0.36693,-0.2364,2.28,0.72,-0.28,0.1815,89.29,660.0,44.86,42.94,-15.99,32.6,13.0,-13.0,6215.0,194.0,-259.0,4.44,0.065,-0.208,-0.06,0.25,-0.35,1.052,0.332,-0.133,1.111,0.153,-0.153,17.7,32.0,0,0,0,0,1
4907,6599975,K03438.01,CONFIRMED,14.5565618,0.000122,-0.000122,4.554,0.175,-0.175,104.0,6.9,-6.9,0.031,0.433,-0.031,0.009286,0.00042,-0.000427,1.33607,0.05927,-0.57701,1.08,0.14,-0.06,0.1228,89.93,787.0,90.4,30.15,-13.85,24.64,1.1,-1.1,6065.0,66.0,-96.0,4.452,0.024,-0.102,0.21,0.15,-0.15,1.061,0.138,-0.053,1.163,0.053,-0.087,17.1,94.0,0,0,0,0,1
4910,4282191,K03439.01,CONFIRMED,41.7084063,0.000316,-0.000316,8.567,0.189,-0.189,330.0,15.3,-15.3,0.671,0.052,-0.493,0.017621,0.00289,-0.000953,0.2506,0.32176,-0.01214,2.19,0.63,-0.27,0.2482,88.65,608.0,32.24,26.38,-10.54,28.5,12.2,-12.2,6434.0,144.0,-208.0,4.394,0.06,-0.18,-0.1,0.25,-0.3,1.138,0.33,-0.141,1.169,0.162,-0.146,24.3,24.0,0,0,0,0,1
4911,3559860,K03440.01,CONFIRMED,33.0257179,0.000618,-0.000618,6.032,0.45,-0.45,507.0,47.2,-47.2,0.044,0.413,-0.044,0.020422,0.0012,-0.0012,1.34535,0.13935,-0.67141,2.21,0.36,-0.12,0.2049,89.94,564.0,23.95,10.11,-3.79,42.65,4.4,-4.4,5819.0,69.0,-87.0,4.468,0.032,-0.128,0.14,0.15,-0.15,0.99,0.163,-0.054,1.049,0.059,-0.073,12.2,31.0,0,0,0,0,1
4924,9967771,K01875.02,CONFIRMED,0.53835407,6.75e-07,-6.75e-07,1.5045,0.0326,-0.0326,190.0,4.8,-4.8,0.334,0.116,-0.334,0.012638,0.000265,-0.000372,1.27468,0.26202,-0.31541,1.67,0.24,-0.33,0.0127,82.87,2386.0,7609.22,2977.95,-2913.75,2.693,0.554,-0.554,5539.0,83.0,-74.0,4.244,0.174,-0.101,0.14,0.15,-0.15,1.207,0.175,-0.233,0.932,0.067,-0.039,46.6,1979.0,0,0,0,0,1
4926,6543893,K01627.03,CANDIDATE,3.80675878,4.89e-05,-4.89e-05,2.092,0.218,-0.218,232.0,25.8,-25.8,0.26,0.195,-0.26,0.014016,0.000897,-0.000967,3.31177,0.68428,-1.92615,2.75,0.45,-0.62,0.052,88.91,1574.0,1449.04,623.13,-626.79,13.64,2.8,-2.8,6068.0,82.0,-82.0,4.04,0.182,-0.112,0.16,0.15,-0.1,1.797,0.295,-0.406,1.294,0.131,-0.145,10.4,281.0,0,0,0,0,0
4928,6705026,K03374.01,CONFIRMED,9.5084871,0.000116,-0.000116,4.372,0.246,-0.246,97.9,8.4,-8.4,0.143,0.312,-0.143,0.009069,0.000464,-0.000515,0.95799,0.1425,-0.42433,1.65,0.33,-0.33,0.0958,89.5,1131.0,386.61,199.91,-151.96,16.61,2.5,-2.5,6144.0,80.0,-80.0,4.106,0.159,-0.13,0.14,0.15,-0.15,1.668,0.334,-0.334,1.296,0.121,-0.145,13.3,139.0,0,0,0,0,1
4929,6705026,K03374.02,CANDIDATE,34.1086562,0.000705,-0.000705,6.405,0.455,-0.455,134.0,12.0,-12.0,0.318,0.134,-0.318,0.01068,0.000365,-0.000817,0.96651,1.30184,-0.37219,1.95,0.38,-0.39,0.2245,89.53,739.0,70.4,36.4,-27.67,39.0,17.5,-17.5,6144.0,80.0,-80.0,4.106,0.159,-0.13,0.14,0.15,-0.15,1.668,0.334,-0.334,1.296,0.121,-0.145,11.7,40.0,0,0,0,0,0
4930,6779726,K03375.01,CONFIRMED,47.0563327,0.000707,-0.000707,4.807,0.351,-0.351,762.0,75.6,-75.6,0.361,0.088,-0.361,0.025508,0.00132,-0.00174,3.1585,1.40112,-1.24039,2.57,0.75,-0.32,0.2524,89.71,497.0,14.43,12.76,-4.84,71.8,31.8,-31.8,5889.0,186.0,-206.0,4.492,0.065,-0.208,-0.16,0.3,-0.3,0.924,0.268,-0.115,0.967,0.12,-0.12,12.1,25.0,0,0,0,0,1
4938,11860395,K03445.01,CONFIRMED,82.303914,0.00144,-0.00144,15.404,0.466,-0.466,737.0,37.2,-37.2,0.859,0.085,-0.606,0.028716,0.00372,-0.00427,0.03449,0.19001,-0.00614,4.47,0.65,-0.98,0.3704,87.87,485.0,13.05,5.13,-5.51,23.1,10.6,-10.6,5602.0,84.0,-75.0,4.13,0.195,-0.09,0.16,0.15,-0.15,1.425,0.208,-0.312,0.997,0.079,-0.072,22.3,17.0,0,0,0,0,1
4941,9529744,K01806.02,CONFIRMED,17.9346606,0.000146,-0.000146,6.25,0.167,-0.167,143.0,7.4,-7.4,0.976,0.048,-0.714,0.014464,0.00103,-0.00365,0.01393,0.87723,-0.0347,2.8,0.65,-0.79,0.1419,80.93,1002.0,238.78,164.48,-128.98,6.19,3.1,-3.1,6426.0,175.0,-175.0,4.013,0.259,-0.13,-0.24,0.3,-0.25,1.775,0.411,-0.503,1.182,0.209,-0.157,18.8,56.0,0,0,0,0,1
4956,8078502,K03383.01,CONFIRMED,37.8862977,0.000465,-0.000465,5.218,0.273,-0.273,672.0,51.8,-51.8,0.026,0.42,-0.026,0.023418,0.00134,-0.000988,2.40934,0.22212,-1.01436,2.09,0.48,-0.2,0.2107,89.97,479.0,12.46,8.72,-3.49,56.75,5.2,-5.2,5513.0,166.0,-166.0,4.551,0.048,-0.143,-0.16,0.3,-0.3,0.818,0.187,-0.08,0.868,0.092,-0.092,14.4,35.0,0,0,0,0,1
4957,8644365,K03384.01,CANDIDATE,10.54841329,5.47e-05,-5.47e-05,1.872,0.143,-0.143,103.0,10.4,-10.4,1.017,0.047,-0.786,0.032654,0.0205,-0.0239,0.08116,43.33358,-0.28045,3.89,0.65,-0.34,0.096,82.52,899.0,154.84,72.78,-37.23,7.82,3.9,-3.9,6047.0,120.0,-133.0,4.387,0.066,-0.123,0.0,0.15,-0.15,1.092,0.181,-0.097,1.059,0.086,-0.07,11.7,118.0,0,0,0,0,0
4975,7047922,K01899.02,CANDIDATE,10.5226374,0.000183,-0.000183,3.864,0.416,-0.416,68.9,9.5,-9.5,0.806,0.151,-0.587,0.008422,0.00203,-0.000864,0.34444,1.88704,-0.30422,1.08,0.36,-0.24,0.0962,86.34,976.0,213.96,239.81,-123.08,12.63,6.3,-6.3,6327.0,291.0,-542.0,4.327,0.158,-0.193,-0.14,0.3,-0.3,1.175,0.389,-0.259,1.064,0.212,-0.173,8.9,123.0,0,0,0,0,0
4979,6975129,K01628.02,CONFIRMED,1.772451066,6.6e-06,-6.6e-06,2.4592,0.0976,-0.0976,79.2,4.1,-4.1,0.006,0.444,-0.006,0.008154,0.000337,-0.000246,1.04708,0.11023,-0.37756,1.02,0.18,-0.06,0.0307,89.94,1685.0,1904.34,895.31,-358.03,5.582,0.588,-0.588,6243.0,99.0,-136.0,4.406,0.026,-0.136,0.21,0.15,-0.2,1.149,0.201,-0.067,1.226,0.076,-0.102,22.4,741.0,0,0,0,0,1
4980,8644365,K03384.02,CONFIRMED,19.9158863,0.000121,-0.000121,6.191,0.138,-0.138,143.0,5.4,-5.4,0.748,0.006,-0.544,0.011866,0.00235,-0.000928,0.22514,0.45534,-0.18625,1.41,0.24,-0.12,0.1467,87.45,728.0,66.31,31.17,-15.95,16.78,6.8,-6.8,6047.0,120.0,-133.0,4.387,0.066,-0.123,0.0,0.15,-0.15,1.092,0.181,-0.097,1.059,0.086,-0.07,28.3,68.0,0,0,0,0,1
4988,6364582,K03456.01,CONFIRMED,30.8609783,0.000204,-0.000204,4.216,0.162,-0.162,129.0,8.1,-8.1,0.852,0.035,-0.582,0.011914,0.00182,-0.00165,0.56588,3.09352,-0.33403,1.08,0.14,-0.05,0.1862,88.4,525.0,17.96,6.49,-3.13,30.5,15.2,-15.2,5627.0,101.0,-112.0,4.552,0.026,-0.104,-0.16,0.15,-0.15,0.833,0.105,-0.045,0.902,0.045,-0.071,17.8,33.0,0,0,0,0,1
4991,10290666,K00332.02,CANDIDATE,6.86674226,0.0001,-0.0001,4.216,0.349,-0.349,47.2,4.4,-4.4,0.405,0.05,-0.405,0.006342,0.000308,-0.000429,0.60745,0.32636,-0.25576,0.79,0.12,-0.06,0.0745,87.98,1018.0,254.1,109.33,-51.32,11.48,3.1,-3.1,5914.0,106.0,-130.0,4.396,0.04,-0.112,0.46,0.05,-0.15,1.135,0.175,-0.075,1.172,0.057,-0.071,12.3,147.0,0,0,0,0,0
4992,9529744,K01806.03,CONFIRMED,8.37159554,7.49e-05,-7.49e-05,5.252,0.225,-0.225,98.0,6.2,-6.2,0.983,0.018,-0.78,0.012311,0.000569,-0.00338,0.00806,0.9316,-0.02079,2.39,0.55,-0.68,0.0854,71.53,1292.0,659.25,454.1,-356.1,3.1,1.5,-1.5,6426.0,175.0,-175.0,4.013,0.259,-0.13,-0.24,0.3,-0.25,1.775,0.411,-0.503,1.182,0.209,-0.157,16.6,116.0,0,0,0,0,1
5001,10328393,K01905.02,CONFIRMED,15.99560373,9.63e-05,-9.63e-05,3.471,0.135,-0.135,222.0,12.2,-12.2,0.088,0.37,-0.088,0.013216,0.000756,-0.000356,3.31831,0.27183,-1.43017,1.04,0.07,-0.04,0.1141,89.86,550.0,21.54,4.94,-3.25,35.54,2.9,-2.9,4955.0,100.0,-100.0,4.61,0.018,-0.046,-0.1,0.15,-0.15,0.721,0.047,-0.029,0.774,0.036,-0.048,20.0,79.0,0,0,0,0,1
5009,6118370,K03458.01,CONFIRMED,14.0328775,0.000291,-0.000291,6.684,0.418,-0.418,211.0,20.6,-20.6,0.044,0.403,-0.044,0.013277,0.000766,-0.000793,0.41197,0.08471,-0.17482,1.45,0.46,-0.15,0.1168,89.85,783.0,88.83,85.66,-28.08,16.25,3.3,-3.3,6063.0,190.0,-232.0,4.47,0.052,-0.208,-0.02,0.25,-0.3,1.001,0.318,-0.106,1.079,0.13,-0.159,11.8,82.0,0,0,0,0,1
5010,2717158,K03459.01,CONFIRMED,13.2226149,0.000169,-0.000169,4.337,0.201,-0.201,262.0,23.1,-23.1,0.943,0.019,-0.638,0.018529,0.000118,-0.00439,0.0791,1.7886,-0.04378,1.75,0.46,-0.16,0.1077,83.99,740.0,71.11,56.08,-18.89,9.01,4.4,-4.4,5931.0,161.0,-178.0,4.545,0.044,-0.187,-0.28,0.3,-0.3,0.863,0.231,-0.077,0.953,0.109,-0.119,12.6,98.0,0,0,0,0,1
5011,6209677,K01750.02,CANDIDATE,2.53742164,1.27e-05,-1.27e-05,1.563,0.133,-0.133,105.0,9.7,-9.7,0.285,0.17,-0.285,0.009301,0.000567,-0.000516,5.11255,1.76474,-2.28714,0.93,0.1,-0.06,0.0355,88.64,1220.0,525.68,162.93,-96.27,12.03,4.2,-4.2,5447.0,81.0,-81.0,4.481,0.053,-0.098,0.16,0.15,-0.15,0.917,0.102,-0.063,0.928,0.048,-0.053,12.8,500.0,0,0,0,0,0
5025,11521793,K00352.02,CONFIRMED,16.00747237,5.26e-05,-5.26e-05,1.267,0.105,-0.105,278.0,26.7,-26.7,0.975,0.006,-0.77,0.020964,0.000528,-0.00602,1.84859,166.54282,-0.13284,2.99,0.48,-0.59,0.1241,88.09,838.0,116.46,51.84,-47.04,29.3,14.6,-14.6,5857.0,105.0,-117.0,4.204,0.176,-0.108,-0.04,0.15,-0.15,1.305,0.209,-0.256,0.993,0.081,-0.073,14.7,80.0,0,0,0,0,1
5026,9085563,K03393.01,CONFIRMED,54.6493679,0.000971,-0.000971,7.962,0.33,-0.33,433.0,32.8,-32.8,0.018,0.43,-0.018,0.018829,0.00107,-0.000767,0.96534,0.04697,-0.40189,2.64,0.44,-0.45,0.2846,89.98,538.0,19.86,8.73,-6.83,53.42,2.6,-2.6,5751.0,78.0,-78.0,4.234,0.149,-0.108,0.16,0.15,-0.15,1.282,0.215,-0.215,1.028,0.084,-0.063,15.1,19.0,0,0,0,0,1
5027,11337372,K01650.02,CONFIRMED,100.8276725,0.000799,-0.000799,8.39,0.18,-0.18,1780.0,49.8,-49.8,0.676,0.233,-0.451,0.040808,0.00571,-0.00279,0.71468,0.93456,-0.02839,4.35,0.43,-0.57,0.4029,89.47,364.0,4.16,1.18,-1.19,72.7,31.7,-31.7,5301.0,85.0,-74.0,4.391,0.13,-0.07,0.16,0.15,-0.15,0.977,0.096,-0.128,0.856,0.066,-0.033,36.7,8.0,0,0,0,0,1
5035,9763612,K03465.01,CONFIRMED,16.0505464,0.000139,-0.000139,3.171,0.194,-0.194,94.4,7.5,-7.5,0.135,0.321,-0.135,0.008729,0.000546,-0.000367,4.24361,0.24754,-2.22076,0.81,0.07,-0.03,0.1234,89.8,630.0,37.12,8.33,-4.97,38.66,2.3,-2.3,5428.0,73.0,-81.0,4.563,0.014,-0.068,0.21,0.1,-0.2,0.853,0.066,-0.035,0.971,0.028,-0.08,14.6,87.0,0,0,0,0,1
5052,3561464,K03398.01,CONFIRMED,7.31945294,6.16e-05,-6.16e-05,4.881,0.228,-0.228,167.0,11.1,-11.1,0.112,0.342,-0.112,0.011683,0.000581,-0.000506,0.54182,0.07312,-0.22365,5.05,0.87,-1.76,0.0898,89.44,1682.0,1891.07,874.75,-1129.21,11.53,1.6,-1.6,5745.0,86.0,-77.0,3.499,0.259,-0.129,0.4,0.05,-0.15,3.955,0.688,-1.376,1.801,0.193,-0.359,16.3,142.0,0,0,0,0,1
5053,3561464,K03398.02,CONFIRMED,35.8007112,0.000371,-0.000371,8.219,0.208,-0.208,417.0,17.5,-17.5,0.043,0.402,-0.043,0.018458,0.000793,-0.000464,0.5732,0.05272,-0.18092,7.97,1.39,-2.77,0.2588,89.93,991.0,227.68,105.32,-135.95,33.86,3.1,-3.1,5745.0,86.0,-77.0,3.499,0.259,-0.129,0.4,0.05,-0.15,3.955,0.688,-1.376,1.801,0.193,-0.359,25.0,33.0,0,0,0,0,1
5055,3561464,K03398.03,CANDIDATE,4.32710579,6.05e-05,-6.05e-05,3.872,0.314,-0.314,84.1,10.0,-10.0,0.025,0.426,-0.025,0.008287,0.000645,-0.000525,0.64844,0.08346,-0.34934,3.58,0.62,-1.25,0.0633,89.83,2004.0,3805.87,1760.47,-2272.59,8.63,1.1,-1.1,5745.0,86.0,-77.0,3.499,0.259,-0.129,0.4,0.05,-0.15,3.955,0.688,-1.376,1.801,0.193,-0.359,9.5,224.0,0,0,0,0,0
5058,5213404,K03468.01,CONFIRMED,20.7057153,0.00076,-0.00076,9.678,0.577,-0.577,116.0,9.9,-9.9,0.922,0.046,-0.651,0.012104,0.000111,-0.00267,0.0145,0.20774,-0.00902,3.22,0.56,-1.04,0.1629,82.32,967.0,206.73,95.46,-116.73,6.9,3.4,-3.4,5668.0,85.0,-76.0,3.792,0.255,-0.102,0.14,0.15,-0.15,2.437,0.423,-0.785,1.338,0.102,-0.256,13.5,66.0,0,0,0,0,1
5061,11551692,K01781.03,CONFIRMED,58.0198583,0.000143,-0.000143,5.348,0.182,-0.182,1290.0,34.8,-34.8,0.951,0.014,-0.011,0.044054,0.00356,-0.00265,0.25545,0.01862,-0.0946,3.46,0.29,-0.1,0.2711,88.47,354.0,3.7,0.99,-0.49,35.69,2.6,-2.6,4920.0,98.0,-98.0,4.62,0.01,-0.059,0.07,0.15,-0.15,0.72,0.059,-0.022,0.822,0.03,-0.059,66.0,16.0,0,0,0,0,1
5062,9995771,K03470.01,CANDIDATE,15.0617835,0.000265,-0.000265,6.31,0.299,-0.299,197.0,17.9,-17.9,0.114,0.335,-0.114,0.01273,0.000744,-0.000702,0.5161,0.03437,-0.22337,1.61,0.27,-0.21,0.1204,89.64,794.0,94.08,41.79,-26.28,18.36,1.2,-1.2,5806.0,78.0,-78.0,4.321,0.115,-0.115,0.14,0.15,-0.15,1.158,0.197,-0.148,1.024,0.081,-0.059,12.1,74.0,0,0,0,0,0
5079,5531953,K01681.02,CONFIRMED,1.992812339,7.83e-06,-7.83e-06,2.066,0.177,-0.177,315.0,22.8,-22.8,1.127,15.76,-0.104,0.148573,15.8,-0.0941,0.03649,26.59967,-0.00377,6.81,0.75,-0.9,0.0238,55.11,675.0,48.82,16.18,-15.53,1.971,0.986,-0.986,3638.0,72.0,-87.0,4.844,0.049,-0.055,-0.14,0.15,-0.15,0.42,0.046,-0.056,0.45,0.043,-0.059,16.8,643.0,0,0,0,0,1
5081,11754430,K03403.01,CONFIRMED,39.818832,0.00031,-0.00031,10.757,0.191,-0.191,199.0,7.1,-7.1,0.6,0.325,-0.398,0.013418,0.00287,-0.000613,0.14716,0.11093,-0.11133,2.23,0.36,-0.49,0.2285,88.51,650.0,42.32,19.32,-18.2,23.1,8.7,-8.7,5710.0,114.0,-91.0,4.073,0.201,-0.093,0.0,0.15,-0.15,1.524,0.244,-0.336,1.003,0.096,-0.087,29.4,27.0,0,0,0,0,1
5082,9995771,K03470.02,CONFIRMED,25.4337864,0.000322,-0.000322,6.514,0.235,-0.235,302.0,22.4,-22.4,0.232,0.205,-0.232,0.015845,0.000749,-0.000729,0.75163,0.08988,-0.28292,2.0,0.34,-0.25,0.1707,89.55,667.0,46.8,20.79,-13.07,29.51,3.5,-3.5,5806.0,78.0,-78.0,4.321,0.115,-0.115,0.14,0.15,-0.15,1.158,0.197,-0.148,1.024,0.081,-0.059,14.3,43.0,0,0,0,0,1
