rowid,kepid,kepoi_name,koi_disposition,koi_period,koi_period_err1,koi_period_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_incl,koi_teq,koi_insol,koi_insol_err1,koi_insol_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_model_snr,koi_num_transits,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec
55,11754553,K00775.01,CONFIRMED,16.38489988,5.22e-05,-5.22e-05,3.0249,0.0798,-0.0798,1130.0,42.0,-42.0,0.001,0.437,-0.001,0.029758,0.0013,-0.000626,5.4538,0.31953,-1.93391,2.0,0.09,-0.1,0.1084,90.0,433.0,8.35,1.49,-1.35,42.62,2.5,-2.5,4126.0,82.0,-82.0,4.661,0.022,-0.022,0.04,0.15,-0.15,0.615,0.027,-0.029,0.633,0.029,-0.035,28.9,65.0,0,0,0,0
56,11754553,K00775.02,CONFIRMED,7.8774163,1.49e-05,-1.49e-05,2.0805,0.0517,-0.0517,1310.0,37.7,-37.7,0.041,0.409,-0.041,0.03209,0.00127,-0.000623,8.09685,0.29419,-3.06106,2.16,0.09,-0.11,0.0665,89.92,553.0,22.18,3.97,-3.59,29.84,1.1,-1.1,4126.0,82.0,-82.0,4.661,0.022,-0.022,0.04,0.15,-0.15,0.615,0.027,-0.029,0.633,0.029,-0.035,38.7,135.0,0,0,0,0
57,11754553,K00775.03,CONFIRMED,36.4454001,0.000181,-0.000181,4.007,0.126,-0.126,1120.0,53.4,-53.4,0.028,0.437,-0.028,0.029681,0.00141,-0.00109,5.21237,0.20808,-2.09092,1.99,0.09,-0.09,0.1847,89.98,332.0,2.88,0.51,-0.47,71.53,2.9,-2.9,4126.0,82.0,-82.0,4.661,0.022,-0.022,0.04,0.15,-0.15,0.615,0.027,-0.029,0.633,0.029,-0.035,21.7,27.0,0,0,0,0
58,11812062,K00776.01,CONFIRMED,3.728732147,9.36e-07,-9.36e-07,2.683,0.035,-0.035,5230.0,18.5,-18.5,0.558,0.13,-0.149,0.068178,0.00221,-0.00184,1.24118,0.40267,-0.40433,6.02,1.22,-0.52,0.0455,86.7,1023.0,258.34,162.58,-65.21,9.7,3.1,-3.1,5497.0,166.0,-149.0,4.577,0.034,-0.136,-0.1,0.3,-0.3,0.809,0.164,-0.07,0.907,0.074,-0.102,345.2,357.0,0,0,0,0
59,11818800,K00777.01,CANDIDATE,40.4195037,0.000114,-0.000114,3.362,0.14,-0.14,6260.0,230.0,-230.0,0.911,5.567,-0.118,0.088069,5.46,-0.0136,1.89549,5.83737,-1.19072,7.51,1.12,-0.91,0.2062,89.05,467.0,11.29,5.67,-3.57,54.7,24.1,-24.1,5446.0,179.0,-163.0,4.507,0.116,-0.105,-0.54,0.35,-0.3,0.781,0.116,-0.095,0.714,0.104,-0.037,36.9,36.0,0,0,0,0
60,11853255,K00778.01,CONFIRMED,2.243380573,2.67e-06,-2.67e-06,1.1196,0.0384,-0.0384,822.0,25.6,-25.6,0.915,0.009,-0.63,0.032248,0.000463,-0.00536,1.50915,17.63096,-0.38164,1.99,0.1,-0.12,0.028,82.88,822.0,107.6,21.47,-20.32,7.38,3.6,-3.6,4149.0,82.0,-91.0,4.698,0.024,-0.027,-0.32,0.15,-0.15,0.564,0.03,-0.033,0.578,0.027,-0.037,38.9,472.0,0,0,0,0
61,11909839,K00779.01,FALSE POSITIVE,10.40599802,2.52e-06,-2.52e-06,6.5036,0.0145,-0.0145,14500.0,22.4,-22.4,0.324,0.061,-0.075,0.111248,0.000554,-0.000773,0.38489,0.02824,-0.02766,11.23,2.92,-1.95,0.0855,88.57,833.0,113.94,90.01,-45.01,13.012,0.955,-0.955,5746.0,173.0,-173.0,4.393,0.18,-0.198,-0.54,0.3,-0.3,0.924,0.241,-0.16,0.77,0.118,-0.047,745.2,117.0,0,1,0,0
62,11918099,K00780.01,CONFIRMED,2.337437946,1.95e-06,-1.95e-06,1.9982,0.0271,-0.0271,971.0,13.7,-13.7,0.28,0.189,-0.28,0.027998,0.00072,-0.000665,2.41093,0.35848,-0.6637,2.34,0.17,-0.09,0.0325,88.19,1070.0,311.16,69.46,-40.17,8.86,1.3,-1.3,5005.0,79.0,-79.0,4.595,0.012,-0.064,0.14,0.15,-0.15,0.765,0.055,-0.028,0.85,0.025,-0.054,82.4,578.0,0,0,0,0
63,11918099,K00780.02,CANDIDATE,7.2406612,1.62e-05,-1.62e-05,0.558,0.171,-0.171,556.0,44.1,-44.1,1.198,49.85,-0.258,0.232818,50.0,-0.204,8.66412,682.61011,-6.85891,19.45,1.4,-0.71,0.0692,87.62,734.0,68.63,15.32,-8.86,28.8,14.4,-14.4,5005.0,79.0,-79.0,4.595,0.012,-0.064,0.14,0.15,-0.15,0.765,0.055,-0.028,0.85,0.025,-0.054,13.7,168.0,0,0,0,0
64,9579641,K00115.03,CANDIDATE,3.43591631,4.73e-05,-4.73e-05,3.133,0.407,-0.407,23.2,3.4,-3.4,0.624,0.037,-0.476,0.004612,0.000197,-0.000565,0.47024,1.06822,-0.44479,0.55,0.08,-0.07,0.0437,84.62,1272.0,617.61,251.11,-186.88,6.65,3.0,-3.0,5779.0,104.0,-115.0,4.339,0.132,-0.108,-0.06,0.15,-0.15,1.087,0.157,-0.142,0.941,0.074,-0.054,8.7,357.0,0,0,0,0
65,11923270,K00781.01,CONFIRMED,11.59822233,1.41e-05,-1.41e-05,2.5237,0.052,-0.052,2800.0,46.3,-46.3,0.679,0.187,-0.47,0.051287,0.00522,-0.00325,3.14915,3.9658,-0.02771,2.65,0.21,-0.29,0.0798,88.62,396.0,5.82,1.49,-1.63,28.2,11.8,-11.8,3688.0,73.0,-91.0,4.79,0.05,-0.045,0.0,0.15,-0.15,0.473,0.037,-0.051,0.503,0.035,-0.053,71.0,115.0,0,0,0,0
66,11960862,K00782.01,CONFIRMED,6.575315881,3.73e-06,-3.73e-06,4.3084,0.0306,-0.0306,2790.0,14.9,-14.9,0.39,0.065,-0.306,0.049152,0.00199,-0.000599,0.64392,0.16753,-0.07305,5.31,1.5,-0.81,0.067,88.03,1015.0,251.38,209.1,-91.63,11.37,3.0,-3.0,5992.0,162.0,-180.0,4.415,0.105,-0.195,-0.32,0.3,-0.3,0.989,0.28,-0.151,0.927,0.129,-0.097,221.1,205.0,0,0,0,0
67,12020329,K00783.01,CONFIRMED,7.275040844,4.68e-06,-4.68e-06,7.5377,0.0681,-0.0681,3000.0,11.5,-11.5,0.547,0.052,-0.229,0.051358,5.8e-05,-0.00209,0.10578,0.04676,-0.01238,4.86,1.05,-0.37,0.0732,85.29,833.0,113.64,75.31,-28.97,6.66,2.9,-2.9,5485.0,164.0,-180.0,4.556,0.028,-0.161,0.21,0.2,-0.3,0.867,0.187,-0.067,0.986,0.065,-0.115,312.1,188.0,0,0,0,0
68,12066335,K00784.01,CONFIRMED,19.27153892,4.15e-05,-4.15e-05,2.7594,0.0551,-0.0551,1220.0,35.3,-35.3,0.031,0.36,-0.031,0.031585,0.000961,-0.0005,8.48241,0.62905,-2.11552,1.93,0.1,-0.12,0.1171,89.97,393.0,5.66,1.13,-1.06,55.02,4.1,-4.1,4077.0,81.0,-81.0,4.702,0.027,-0.027,-0.24,0.15,-0.15,0.56,0.03,-0.034,0.576,0.031,-0.035,37.1,67.0,0,0,0,0
69,12066335,K00784.02,CONFIRMED,10.06524317,1.49e-05,-1.49e-05,1.369,0.0393,-0.0393,1050.0,39.2,-39.2,0.628,0.003,-0.478,0.031153,0.00462,-0.00161,18.09666,17.88441,-12.19106,1.91,0.1,-0.12,0.076,89.22,488.0,13.43,2.69,-2.5,45.9,22.7,-22.7,4077.0,81.0,-81.0,4.702,0.027,-0.027,-0.24,0.15,-0.15,0.56,0.03,-0.034,0.576,0.031,-0.035,30.3,126.0,0,0,0,0
70,12070811,K00785.01,CONFIRMED,12.3935651,3.93e-05,-3.93e-05,3.8896,0.0834,-0.0834,917.0,29.1,-29.1,0.883,0.033,-0.64,0.032536,2.5e-05,-0.00466,0.27483,1.86738,-0.09309,2.66,0.54,-0.23,0.0983,86.13,677.0,49.68,31.16,-12.97,13.07,6.3,-6.3,5557.0,166.0,-166.0,4.603,0.034,-0.128,-0.4,0.3,-0.3,0.75,0.152,-0.065,0.832,0.08,-0.089,35.8,107.0,0,0,0,0
71,8395660,K00116.02,CONFIRMED,43.84439721,9.61e-05,-9.61e-05,6.802,0.119,-0.119,615.0,7.7,-7.7,0.852,0.039,-0.585,0.025934,2.7e-05,-0.00304,0.22039,0.94589,-0.07087,2.87,0.43,-0.3,0.2395,88.27,531.0,18.77,7.98,-4.8,28.2,13.4,-13.4,5854.0,105.0,-117.0,4.406,0.09,-0.11,-0.12,0.15,-0.15,1.012,0.154,-0.103,0.951,0.07,-0.063,83.7,29.0,0,0,0,0
72,3120431,K00798.01,FALSE POSITIVE,3.341913228,9.95e-06,-9.95e-06,3.813,0.12,-0.12,725.0,21.3,-21.3,1.213,11.28,-0.141,0.243351,11.3,-0.135,0.01791,3.41491,-0.00331,21.55,3.54,-1.89,0.0415,56.44,1032.0,268.67,145.91,-70.67,2.19,1.1,-1.1,5295.0,175.0,-159.0,4.551,0.049,-0.105,-0.02,0.3,-0.3,0.811,0.133,-0.071,0.853,0.078,-0.078,39.0,780.0,0,1,1,0
73,3246984,K00799.01,FALSE POSITIVE,1.626630225,1.02e-06,-1.02e-06,2.1145,0.0285,-0.0285,1620.0,19.0,-19.0,1.26,4.827,-0.043,0.305244,4.81,-0.042,0.09631,2.41565,-0.00473,32.43,9.0,-4.83,0.026,58.03,1547.0,1355.88,1105.99,-486.6,2.38,1.2,-1.2,5735.0,155.0,-172.0,4.41,0.124,-0.186,-0.18,0.3,-0.3,0.973,0.27,-0.145,0.889,0.12,-0.09,103.6,664.0,0,0,1,0
74,3342970,K00800.01,CONFIRMED,2.711504086,3.8e-06,-3.8e-06,3.0099,0.0423,-0.0423,838.0,14.5,-14.5,0.023,0.405,-0.023,0.026533,0.000651,-0.000276,0.91618,0.03683,-0.26031,3.12,1.02,-0.34,0.0401,89.81,1420.0,960.79,931.74,-309.76,7.088,0.285,-0.285,6214.0,174.0,-239.0,4.442,0.054,-0.216,0.07,0.25,-0.3,1.076,0.353,-0.118,1.169,0.141,-0.173,64.5,494.0,0,0,0,0
75,3342970,K00800.02,CONFIRMED,7.21203748,1.55e-05,-1.55e-05,4.0491,0.058,-0.058,950.0,19.5,-19.5,0.012,0.394,-0.012,0.028255,0.000702,-0.000335,0.99867,0.04965,-0.26684,3.32,1.09,-0.36,0.077,89.95,1025.0,260.58,252.7,-84.01,14.003,0.696,-0.696,6214.0,174.0,-239.0,4.442,0.054,-0.216,0.07,0.25,-0.3,1.076,0.353,-0.118,1.169,0.141,-0.173,51.5,165.0,0,0,0,0
76,12459725,K00789.01,FALSE POSITIVE,14.1798187,0.000164,-0.000164,2.505,0.315,-0.315,460.0,51.9,-51.9,0.1601,0.2975,-0.16,0.019561,0.00139,-0.00124,7.76746,0.80958,-5.38392,1.88,0.71,-0.14,0.1137,89.95,711.0,60.35,67.75,-14.34,43.54,4.5,-4.5,5799.0,161.0,-168.0,4.539,0.027,-0.275,-0.1,0.24,-0.26,0.878,0.333,-0.065,0.975,0.098,-0.109,11.2,,0,0,0,1
77,12470844,K00790.01,CONFIRMED,8.47237911,1.56e-05,-1.56e-05,2.7245,0.0484,-0.0484,1120.0,26.7,-26.7,0.022,0.378,-0.022,0.030119,0.000904,-0.000397,3.86328,0.22113,-0.9968,2.59,0.37,-0.22,0.0778,89.95,751.0,75.44,35.44,-19.3,24.47,1.4,-1.4,5354.0,159.0,-159.0,4.587,0.032,-0.104,-0.08,0.3,-0.3,0.788,0.113,-0.066,0.884,0.061,-0.113,47.6,159.0,0,0,0,0
78,12470844,K00790.02,CONFIRMED,60.4189369,0.000504,-0.000504,5.039,0.184,-0.184,931.0,49.6,-49.6,0.094,0.359,-0.094,0.027422,0.0012,-0.000917,4.26444,0.15573,-1.75507,2.36,0.34,-0.2,0.2884,89.94,390.0,5.49,2.58,-1.4,93.71,3.4,-3.4,5354.0,159.0,-159.0,4.587,0.032,-0.104,-0.08,0.3,-0.3,0.788,0.113,-0.066,0.884,0.061,-0.113,20.1,22.0,0,0,0,0
79,12644822,K00791.01,CONFIRMED,12.61190435,6.65e-06,-6.65e-06,5.1497,0.0592,-0.0592,6110.0,27.6,-27.6,0.55,0.065,-0.128,0.073758,0.000434,-0.00181,0.61222,0.17192,-0.09156,7.4,2.2,-0.73,0.1058,88.17,753.0,76.15,66.33,-21.39,17.27,4.8,-4.8,5795.0,156.0,-173.0,4.508,0.039,-0.208,-0.02,0.25,-0.3,0.919,0.273,-0.091,0.992,0.112,-0.112,277.2,104.0,0,0,0,0
80,2440757,K00792.01,FALSE POSITIVE,1.433769925,7.41e-07,-7.41e-07,1.8868,0.0232,-0.0232,1980.0,20.4,-20.4,1.268,5.652,-0.123,0.318591,5.6,-0.116,0.1372,4.608,-0.01064,46.58,8.01,-8.0,0.0256,58.99,1920.0,3209.29,1411.94,-1136.62,2.46,1.2,-1.2,6017.0,72.0,-90.0,4.22,0.156,-0.117,0.02,0.15,-0.15,1.339,0.23,-0.23,1.083,0.1,-0.082,112.6,481.0,0,1,0,0
81,2445129,K00793.01,FALSE POSITIVE,10.31872301,2.85e-05,-2.85e-05,3.836,0.121,-0.121,872.0,26.4,-26.4,1.215,59.52,-0.463,0.247006,59.5,-0.458,0.03681,55.30806,-0.00897,28.59,8.61,-3.69,0.0944,78.15,876.0,139.26,125.69,-46.77,5.92,3.0,-3.0,5927.0,176.0,-193.0,4.409,0.084,-0.196,0.07,0.25,-0.3,1.06,0.319,-0.137,1.05,0.14,-0.127,38.2,130.0,0,1,1,0
82,2713049,K00794.01,CONFIRMED,2.539183147,5.07e-06,-5.07e-06,2.4282,0.0559,-0.0559,382.0,11.4,-11.4,0.238,0.198,-0.238,0.017724,0.000507,-0.00048,1.46261,0.22266,-0.39959,2.06,0.29,-0.28,0.0355,88.28,1332.0,743.09,290.34,-212.44,7.93,1.2,-1.2,5519.0,82.0,-74.0,4.35,0.126,-0.103,0.14,0.15,-0.15,1.062,0.154,-0.14,0.921,0.067,-0.038,38.9,528.0,0,0,0,0
83,3114167,K00795.01,CONFIRMED,6.770300385,9.54e-06,-9.54e-06,2.0844,0.0454,-0.0454,1300.0,29.7,-29.7,0.838,0.083,-0.589,0.037414,0.00223,-0.00391,1.45164,5.69767,-0.25139,2.77,0.46,-0.15,0.064,86.84,812.0,102.87,53.88,-21.24,15.21,7.5,-7.5,5653.0,166.0,-166.0,4.656,0.028,-0.112,-0.84,0.3,-0.3,0.679,0.112,-0.037,0.767,0.058,-0.071,50.8,200.0,0,0,0,0
84,3114661,K00796.01,FALSE POSITIVE,0.444291966,9.7e-08,-9.7e-08,2.0792,0.0115,-0.0115,11000.0,45.9,-45.9,1.258,0.334,-0.141,0.396105,0.318,-0.126,0.42351,0.27755,-0.08172,27.51,3.46,-1.73,0.0101,39.97,1836.0,2706.26,1149.42,-599.58,1.641,0.538,-0.538,5255.0,156.0,-156.0,4.678,0.028,-0.083,-0.72,0.3,-0.3,0.636,0.08,-0.04,0.709,0.06,-0.06,299.7,1466.0,0,1,1,1
85,3115833,K00797.01,CANDIDATE,10.181584,6.19e-06,-6.19e-06,3.5089,0.0331,-0.0331,5740.0,53.2,-53.2,0.92,0.007,-0.005,0.084708,0.00188,-0.00172,0.38059,0.01574,-0.02879,7.73,2.17,-0.72,0.0884,85.87,812.0,102.91,86.75,-28.91,12.776,0.528,-0.528,5988.0,179.0,-197.0,4.541,0.048,-0.192,-0.52,0.3,-0.3,0.836,0.234,-0.078,0.885,0.099,-0.099,183.6,129.0,0,0,0,0
86,4139816,K00812.02,CONFIRMED,20.06036336,5.84e-05,-5.84e-05,3.3203,0.0754,-0.0754,1490.0,45.1,-45.1,0.556,0.323,-0.368,0.036455,0.00592,-0.00125,3.09445,1.93149,-2.34385,1.96,0.13,-0.16,0.115,89.21,361.0,4.0,0.89,-0.9,40.4,12.6,-12.6,3950.0,70.0,-86.0,4.754,0.042,-0.031,-0.46,0.15,-0.15,0.493,0.033,-0.04,0.502,0.031,-0.038,35.2,59.0,0,0,0,0
87,4139816,K00812.03,CONFIRMED,46.1842039,0.000265,-0.000265,4.758,0.13,-0.13,1390.0,56.4,-56.4,0.013,0.415,-0.013,0.033974,0.00133,-0.000699,3.99779,0.24735,-1.29928,1.83,0.12,-0.15,0.2005,89.99,273.0,1.32,0.29,-0.3,76.67,4.7,-4.7,3950.0,70.0,-86.0,4.754,0.042,-0.031,-0.46,0.15,-0.15,0.493,0.033,-0.04,0.502,0.031,-0.038,26.0,25.0,0,0,0,0
88,8395660,K00116.04,CONFIRMED,23.9800854,0.0002,-0.0002,5.351,0.177,-0.177,104.0,6.5,-6.5,0.95,0.004,-0.66,0.011879,0.000305,-0.00266,0.05654,1.55535,-0.0048,1.31,0.2,-0.13,0.1602,85.45,649.0,41.94,17.84,-10.73,11.98,5.9,-5.9,5854.0,105.0,-117.0,4.406,0.09,-0.11,-0.12,0.15,-0.15,1.012,0.154,-0.103,0.951,0.07,-0.063,17.1,56.0,0,0,0,0
89,4139816,K00812.04,CONFIRMED,7.82502168,3.89e-05,-3.89e-05,2.186,0.12,-0.12,521.0,36.4,-36.4,0.708,0.234,-0.487,0.022312,0.00398,-0.00162,2.54508,4.60217,-2.24097,1.2,0.08,-0.1,0.0614,87.99,494.0,14.05,3.1,-3.19,20.2,9.1,-9.1,3950.0,70.0,-86.0,4.754,0.042,-0.031,-0.46,0.15,-0.15,0.493,0.033,-0.04,0.502,0.031,-0.038,15.9,154.0,0,0,0,0
90,4275191,K00813.01,CONFIRMED,3.895936525,7.71e-07,-7.71e-07,2.3111,0.0302,-0.0302,8540.0,29.5,-29.5,0.524,0.069,-0.237,0.08689,0.000424,-0.00262,2.31292,1.0659,-0.20597,7.34,1.53,-0.65,0.046,87.56,1005.0,241.62,155.31,-64.19,12.29,5.7,-5.7,5557.0,167.0,-167.0,4.592,0.034,-0.136,-0.3,0.3,-0.3,0.774,0.161,-0.069,0.866,0.082,-0.1,370.8,275.0,0,0,0,0
91,4476123,K00814.01,CONFIRMED,22.36646466,9.76e-05,-9.76e-05,5.228,0.122,-0.122,987.0,35.1,-35.1,0.4,0.066,-0.4,0.028938,0.000601,-0.00117,1.12517,0.37616,-0.24007,2.32,0.38,-0.16,0.1449,89.26,536.0,19.45,10.29,-4.56,31.0,10.4,-10.4,5395.0,160.0,-160.0,4.615,0.032,-0.104,-0.34,0.3,-0.3,0.734,0.122,-0.052,0.821,0.076,-0.093,32.1,48.0,0,0,0,0
92,3351888,K00801.01,CONFIRMED,1.625522174,1.58e-07,-1.58e-07,2.38963,0.00338,-0.00338,7970.0,11.8,-11.8,0.076,0.022,-0.076,0.080543,8.7e-05,-0.000115,1.28198,0.01033,-0.02721,9.73,1.41,-1.42,0.0265,89.22,1579.0,1467.41,576.36,-452.24,5.6364,0.0454,-0.0454,5539.0,83.0,-74.0,4.322,0.137,-0.1,0.16,0.15,-0.15,1.106,0.161,-0.161,0.935,0.062,-0.043,799.7,657.0,0,0,0,0
93,3453214,K00802.01,CANDIDATE,19.62034692,3.73e-06,-3.73e-06,2.0038,0.0292,-0.0292,21700.0,85.0,-85.0,0.458,0.08,-0.165,0.137595,1e-05,-0.00364,23.21659,6.55933,-2.21333,13.6,1.82,-0.92,0.1389,89.66,643.0,40.39,14.34,-7.31,77.9,22.0,-22.0,5710.0,76.0,-85.0,4.492,0.048,-0.112,-0.1,0.15,-0.15,0.905,0.121,-0.061,0.928,0.052,-0.058,340.5,52.0,0,0,0,0
94,3554600,K00803.01,FALSE POSITIVE,7.544039,0.000102,-0.000102,6.222,0.731,-0.731,323.0,28.2,-28.2,1.175,33.63,-0.911,0.194187,33.6,-0.905,0.00393,15.04747,-0.00489,17.47,4.12,-1.65,0.0731,58.94,838.0,116.46,81.18,-31.91,2.28,1.1,-1.1,5657.0,152.0,-169.0,4.567,0.038,-0.152,-0.18,0.3,-0.3,0.824,0.194,-0.078,0.919,0.083,-0.104,14.2,143.0,1,0,1,0
95,3641726,K00804.01,CONFIRMED,9.02930689,1.65e-05,-1.65e-05,3.1449,0.0528,-0.0528,1020.0,21.9,-21.9,0.024,0.401,-0.024,0.028718,0.000882,-0.000544,2.66613,0.14652,-0.80614,2.57,0.44,-0.26,0.0796,89.94,757.0,77.75,43.01,-22.28,22.57,1.2,-1.2,5349.0,167.0,-167.0,4.526,0.063,-0.108,-0.12,0.3,-0.3,0.82,0.141,-0.082,0.824,0.096,-0.078,53.9,146.0,0,0,0,0
96,3734868,K00805.01,FALSE POSITIVE,10.32803571,3.76e-06,-3.76e-06,7.7915,0.0272,-0.0272,16900.0,31.8,-31.8,0.281,0.04,-0.064,0.118805,0.000281,-0.00058,0.23528,0.01293,-0.00767,13.28,3.64,-2.41,0.0888,88.54,843.0,119.31,98.49,-48.58,10.988,0.604,-0.604,5627.0,169.0,-169.0,4.359,0.18,-0.18,-0.1,0.3,-0.25,1.024,0.28,-0.186,0.874,0.125,-0.073,636.8,114.0,0,1,0,0
97,3832474,K00806.01,CONFIRMED,143.2063047,0.000235,-0.000235,8.9302,0.0961,-0.0961,10600.0,82.4,-82.4,0.379,0.073,-0.273,0.094044,0.00422,-0.00141,1.83449,0.46578,-0.07427,8.9,0.82,-0.38,0.5336,89.83,308.0,2.14,0.59,-0.35,125.8,31.9,-31.9,5485.0,98.0,-120.0,4.556,0.014,-0.081,0.21,0.15,-0.2,0.867,0.079,-0.037,0.986,0.035,-0.082,138.8,9.0,0,0,0,0
98,8395660,K00116.03,CONFIRMED,6.164876,4.64e-05,-4.64e-05,3.262,0.186,-0.186,55.8,4.3,-4.3,0.646,0.323,-0.43,0.007192,0.00259,-0.000407,0.69664,0.87315,-0.66683,0.79,0.13,-0.08,0.0648,86.69,1021.0,256.35,109.03,-65.57,11.19,4.7,-4.7,5854.0,105.0,-117.0,4.406,0.09,-0.11,-0.12,0.15,-0.15,1.012,0.154,-0.103,0.951,0.07,-0.063,14.4,207.0,0,0,0,0
99,3832474,K00806.02,CONFIRMED,60.32494216,3.21e-05,-3.21e-05,6.6188,0.0327,-0.0327,20300.0,64.0,-64.0,0.224,0.067,-0.146,0.128744,0.000241,-0.00102,2.37656,0.17842,-0.09479,12.19,1.11,-0.52,0.2998,89.83,411.0,6.77,1.89,-1.09,77.04,5.8,-5.8,5485.0,98.0,-120.0,4.556,0.014,-0.081,0.21,0.15,-0.2,0.867,0.079,-0.037,0.986,0.035,-0.082,347.2,22.0,0,0,0,0
100,3832474,K00806.03,CONFIRMED,29.1598615,0.000253,-0.000253,4.803,0.2,-0.2,488.0,43.5,-43.5,0.3619,0.0945,-0.3618,0.02018,0.000759,-0.00154,1.92739,0.78094,-0.42956,1.91,0.2,-0.07,0.1847,89.38,524.0,17.85,5.61,-2.68,44.2,17.9,-17.9,5485.0,99.0,-112.0,4.556,0.014,-0.094,0.21,0.11,-0.17,0.867,0.092,-0.034,0.986,0.028,-0.079,11.6,,0,0,0,0
101,3836375,K00807.01,FALSE POSITIVE,1.540397253,2.7e-06,-2.7e-06,2.1541,0.0846,-0.0846,816.0,25.7,-25.7,1.225,6.813,-0.101,0.257087,6.81,-0.0965,0.06102,5.02735,-0.01364,25.69,7.44,-2.33,0.0264,51.56,1470.0,1105.68,965.56,-306.98,1.971,0.984,-0.984,5663.0,171.0,-188.0,4.53,0.036,-0.204,0.21,0.2,-0.3,0.915,0.265,-0.083,1.034,0.089,-0.122,38.8,842.0,0,0,1,1
102,3838486,K00808.01,FALSE POSITIVE,2.99025443,1.17e-05,-1.17e-05,5.414,0.113,-0.113,589.0,14.1,-14.1,0.014,0.334,-0.014,0.021279,0.000617,-0.000352,0.17407,0.01009,-0.03858,1.7,0.1,-0.15,0.0367,89.81,918.0,168.45,43.55,-45.45,4.349,0.252,-0.252,4667.0,140.0,-154.0,4.578,0.048,-0.028,0.1,0.25,-0.3,0.731,0.042,-0.063,0.737,0.058,-0.058,48.5,454.0,0,0,1,1
103,3935914,K00809.01,CONFIRMED,1.594745374,1.13e-07,-1.13e-07,1.9604,0.0106,-0.0106,15000.0,20.3,-20.3,0.514,0.022,-0.037,0.115879,0.000387,-0.000621,1.77544,0.11793,-0.09168,11.3,3.09,-1.33,0.0258,85.25,1539.0,1329.42,1067.75,-412.98,6.203,0.412,-0.412,5934.0,160.0,-178.0,4.491,0.065,-0.195,-0.38,0.3,-0.3,0.893,0.244,-0.105,0.901,0.11,-0.09,1009.3,762.0,0,0,0,0
104,3940418,K00810.01,CONFIRMED,4.783002698,5.43e-06,-5.43e-06,2.335,0.0332,-0.0332,1010.0,16.6,-16.6,0.003,0.425,-0.003,0.028315,0.000881,-0.000366,3.45234,0.13866,-0.96665,2.5,0.34,-0.19,0.0535,89.99,886.0,145.48,66.39,-35.12,16.102,0.647,-0.647,5170.0,155.0,-155.0,4.574,0.026,-0.097,0.18,0.2,-0.3,0.807,0.111,-0.06,0.891,0.053,-0.084,70.6,281.0,0,0,0,0
105,4049131,K00811.01,CONFIRMED,20.50588921,3.21e-05,-3.21e-05,4.0595,0.0481,-0.0481,2110.0,31.0,-31.0,0.26,0.151,-0.26,0.041039,0.000816,-0.000887,2.64998,0.37472,-0.46716,3.41,0.28,-0.31,0.1326,89.62,518.0,17.06,5.47,-4.61,38.91,5.5,-5.5,4905.0,148.0,-148.0,4.544,0.072,-0.044,-0.04,0.3,-0.3,0.761,0.063,-0.07,0.739,0.085,-0.054,78.5,69.0,0,0,0,0
106,4139816,K00812.01,CONFIRMED,3.340218842,3.18e-06,-3.18e-06,1.9104,0.0318,-0.0318,1630.0,26.6,-26.6,0.466,0.002,-0.437,0.037683,0.00367,-0.000771,3.23586,1.59297,-0.03843,2.03,0.13,-0.17,0.0348,87.85,656.0,43.73,9.67,-9.92,12.4,6.1,-6.1,3950.0,70.0,-86.0,4.754,0.042,-0.031,-0.46,0.15,-0.15,0.493,0.033,-0.04,0.502,0.031,-0.038,71.6,398.0,0,0,0,0
107,5287983,K00828.01,FALSE POSITIVE,2.507089906,2.4e-06,-2.4e-06,2.0067,0.0427,-0.0427,1340.0,24.7,-24.7,1.255,16.5,-0.349,0.295115,16.5,-0.343,0.11003,25.06535,-0.00576,30.26,9.57,-3.19,0.0365,67.79,1326.0,730.47,699.82,-230.11,3.32,1.7,-1.7,5926.0,184.0,-226.0,4.506,0.054,-0.216,-0.04,0.25,-0.3,0.939,0.297,-0.099,1.03,0.124,-0.138,64.9,408.0,0,1,1,0
108,5358241,K00829.01,CONFIRMED,18.64932728,5.2e-05,-5.2e-05,4.4056,0.0687,-0.0687,894.0,20.9,-20.9,0.08,0.329,-0.08,0.027096,0.000733,-0.000426,1.97596,0.13529,-0.49575,3.12,0.47,-0.28,0.139,89.86,701.0,57.13,22.99,-12.26,33.12,2.3,-2.3,5775.0,78.0,-78.0,4.405,0.066,-0.123,0.16,0.15,-0.15,1.053,0.161,-0.094,1.026,0.062,-0.062,46.1,71.0,0,0,0,0
