rowid,kepid,kepoi_name,koi_disposition,koi_period,koi_period_err1,koi_period_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_incl,koi_teq,koi_insol,koi_insol_err1,koi_insol_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_model_snr,koi_num_transits,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec
8016,6046311,K06654.01,FALSE POSITIVE,0.957476003,1.63e-06,-1.63e-06,0.6624,0.0665,-0.0665,451.0,33.2,-33.2,0.327,0.138,-0.327,0.020138,0.00126,-0.000847,25.1966,11.59829,-12.61036,2.47,0.72,-0.39,0.019,88.25,2138.0,4953.98,4229.46,-1872.03,10.69,4.9,-4.9,6312.0,169.0,-207.0,4.338,0.124,-0.186,-0.34,0.3,-0.3,1.122,0.327,-0.176,0.998,0.16,-0.107,20.2,1395.0,1,0,0,0
8017,6048106,K06655.01,FALSE POSITIVE,1.559360638,4.14e-06,-4.14e-06,5.4458,0.0184,-0.0184,280000.0,756.0,-756.0,0.647,0.031,-0.029,0.57973,0.0162,-0.0177,0.2869,0.00426,-0.00645,94.2,27.1,-19.8,0.0284,78.79,2234.0,5905.62,5151.19,-2831.72,3.3286,0.0494,-0.0494,7002.0,216.0,-312.0,4.193,0.153,-0.187,-0.4,0.25,-0.3,1.488,0.428,-0.312,1.261,0.198,-0.198,419.9,115.0,0,1,0,0
8018,6048255,K06656.01,FALSE POSITIVE,0.57627248,,,1.75,,,,,,,,,,,,0.00298,0.03089,-0.00196,,,,,,,31519.61,55406.99,-15480.71,,,,,,,,,,,,,,,,,,,,2338.0,0,1,0,0
8019,6057750,K06657.01,CANDIDATE,1.6037058,2.59e-05,-2.59e-05,9.067,0.784,-0.784,32.8,2.0,-2.0,0.729,0.228,-0.483,0.005632,0.00123,-0.000365,0.0147,0.02204,-0.00615,1.54,0.37,-0.33,0.0322,54.63,2492.0,9138.09,5555.35,-3791.05,1.26,0.63,-0.63,6400.0,76.0,-76.0,3.877,0.165,-0.135,0.56,0.05,-0.15,2.512,0.599,-0.544,1.732,0.172,-0.19,22.4,834.0,0,0,0,0
8020,6060580,K06658.01,FALSE POSITIVE,2.313367981,2.4e-07,-2.4e-07,2.42645,0.00286,-0.00286,13400.0,11.2,-11.2,1.247,0.047,-0.049,0.402084,0.0479,-0.0396,0.40138,0.03061,-0.01049,33.55,6.58,-2.81,0.0324,75.07,1180.0,458.02,271.88,-113.73,4.842,0.369,-0.369,5508.0,150.0,-150.0,4.598,0.034,-0.127,-0.3,0.3,-0.3,0.764,0.15,-0.064,0.855,0.082,-0.1,733.6,578.0,0,1,0,0
8021,6063448,K06659.01,FALSE POSITIVE,76.01811375,5.07e-05,-5.07e-05,13.4849,0.0385,-0.0385,80700.0,214.0,-214.0,0.788,0.015,-0.012,0.30773,0.00655,-0.00624,0.29761,0.00306,-0.00577,63.58,16.0,-22.1,0.3894,89.0,652.0,42.65,32.09,-27.11,44.965,0.462,-0.462,6703.0,189.0,-260.0,4.018,0.299,-0.161,-0.26,0.25,-0.3,1.892,0.477,-0.656,1.365,0.17,-0.291,604.3,19.0,0,1,0,0
8022,6066107,K06660.01,FALSE POSITIVE,0.82883944,,,1.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1612.0,1,0,0,0
8023,8391983,K07884.01,CANDIDATE,0.70965042,3.55e-05,-3.55e-05,1.318,0.205,-0.205,223.0,31.0,-31.0,0.145,0.323,-0.145,0.013629,0.00116,-0.00115,2.72237,0.77006,-2.61628,1.49,0.4,-0.27,0.0148,88.0,2036.0,4086.46,3316.23,-1646.68,4.17,1.2,-1.2,5618.0,169.0,-169.0,4.373,0.153,-0.187,-0.12,0.3,-0.25,1.002,0.269,-0.179,0.865,0.125,-0.073,9.4,286.0,0,0,0,0
8024,6890618,K06787.01,FALSE POSITIVE,1.574063832,1.84e-06,-1.84e-06,5.6357,0.0508,-0.0508,1120.0,9.5,-9.5,1.237,0.408,-0.142,0.272513,0.402,-0.135,0.02112,0.02244,-0.00484,28.63,7.38,-4.29,0.0253,28.25,1619.0,1622.84,1232.03,-583.69,1.404,0.497,-0.497,5951.0,160.0,-178.0,4.411,0.12,-0.18,-0.44,0.3,-0.3,0.962,0.248,-0.144,0.869,0.108,-0.081,145.3,857.0,0,0,1,0
8025,6925263,K06788.01,FALSE POSITIVE,2.51989935,3.31e-05,-3.31e-05,1.55,0.458,-0.458,147.0,35.0,-35.0,0.4448,0.0313,-0.4448,0.011296,0.00223,-0.00166,4.2961,27.39659,-3.80576,1.04,0.44,-0.09,0.0352,87.66,1217.0,519.13,660.61,-122.3,11.3,5.5,-5.5,5646.0,167.0,-143.0,4.549,0.031,-0.031,-0.14,0.28,-0.26,0.841,0.355,-0.067,0.914,0.096,-0.087,7.7,530.0,1,0,0,0
8026,6927629,K06789.01,FALSE POSITIVE,3.867613816,3.42e-07,-3.42e-07,5.36467,0.00351,-0.00351,341000.0,252.0,-252.0,0.553,0.006,-0.008,0.606056,0.00218,-0.00489,0.7412,0.00852,-0.00547,69.23,19.7,-12.2,0.047,86.21,1203.0,494.75,413.88,-197.21,8.3686,0.0962,-0.0962,5780.0,156.0,-173.0,4.364,0.149,-0.182,-0.12,0.3,-0.3,1.046,0.298,-0.184,0.921,0.124,-0.093,1379.1,0.0,0,1,0,0
8027,6929016,K06790.01,FALSE POSITIVE,0.733726452,6.06e-06,-6.06e-06,2.309,0.282,-0.282,115.0,9.3,-9.3,0.291,0.193,-0.291,0.009885,0.0002,-0.000878,0.50636,0.74715,-0.26912,0.86,0.23,-0.06,0.0152,83.14,1867.0,2891.64,2253.61,-677.78,2.43,1.2,-1.2,5855.0,158.0,-175.0,4.578,0.033,-0.187,-0.46,0.3,-0.3,0.797,0.211,-0.056,0.885,0.09,-0.108,13.8,1418.0,0,1,0,1
8028,6936977,K06791.01,FALSE POSITIVE,36.47311505,1.49e-06,-1.49e-06,2.91005,0.00408,-0.00408,162000.0,21.2,-21.2,1.003,0.018,-0.173,0.634783,0.0156,-0.124,26.86495,0.64555,-2.33443,53.1,10.2,-4.72,0.2032,89.54,467.0,11.24,6.71,-2.87,123.62,3.0,-3.0,5452.0,162.0,-146.0,4.594,0.032,-0.128,-0.26,0.3,-0.3,0.766,0.147,-0.068,0.854,0.079,-0.098,1899.1,35.0,0,1,0,0
8029,6939670,K06792.01,FALSE POSITIVE,4.238855579,1.74e-06,-1.74e-06,5.2235,0.0195,-0.0195,68000.0,213.0,-213.0,1.031,0.318,-0.04,0.432923,0.236,-0.0626,0.2611,0.03677,-0.01265,38.01,6.81,-5.58,0.0459,80.56,1044.0,280.82,157.8,-99.48,6.283,0.885,-0.885,5655.0,167.0,-167.0,4.482,0.135,-0.135,-0.72,0.3,-0.3,0.804,0.144,-0.118,0.716,0.098,-0.033,374.8,632.0,0,1,0,0
8030,6947623,K06793.01,CANDIDATE,3.62657392,2.49e-05,-2.49e-05,1.791,0.198,-0.198,98.5,11.3,-11.3,0.306,0.154,-0.306,0.009052,0.000641,-0.000615,4.74322,2.28403,-2.51639,0.79,0.16,-0.07,0.0444,88.82,1014.0,250.0,153.91,-64.5,14.88,7.2,-7.2,5416.0,161.0,-161.0,4.579,0.034,-0.136,-0.08,0.3,-0.3,0.8,0.159,-0.068,0.89,0.081,-0.099,10.7,374.0,0,0,0,0
8031,6947837,K06794.01,FALSE POSITIVE,1.17033848,4.88e-05,-4.88e-05,11.56,3.2,-3.2,17.3,2.9,-2.9,0.1381,0.3486,-0.138,0.003862,9.3e-05,-0.000323,0.01373,0.00052,-0.00146,0.98,0.46,-0.22,0.0271,81.93,3272.0,27090.0,39086.3,-13188.75,0.998,0.0378,-0.0378,8027.0,230.0,-324.0,3.997,0.149,-0.149,0.07,0.17,-0.41,2.314,1.104,-0.514,1.94,0.328,-0.307,13.4,1139.0,1,0,0,0
8032,6949550,K06795.01,FALSE POSITIVE,7.841066931,3.67e-07,-3.67e-07,5.47901,0.00135,-0.00135,342000.0,56.8,-56.8,0.579,0.003,-0.005,0.622211,0.00109,-0.00307,1.4076,0.00618,-0.00819,56.33,16.0,-5.3,0.075,88.0,876.0,139.18,115.82,-38.05,16.6006,0.0729,-0.0729,5973.0,161.0,-179.0,4.562,0.037,-0.2,-0.44,0.3,-0.3,0.829,0.235,-0.078,0.915,0.098,-0.109,3314.7,515.0,0,1,0,0
8033,7811211,K06918.01,CANDIDATE,0.902403563,2.31e-07,-2.31e-07,1.7129,0.027,-0.027,4760.0,36.9,-36.9,0.8925,0.0064,-0.0096,0.074796,0.000522,-0.00106,0.4054,0.03463,-0.0337,6.17,2.59,-0.41,0.0172,69.9,1688.0,1919.35,2407.97,-410.85,2.594,0.222,-0.222,5776.0,161.0,-148.0,4.599,0.029,-0.029,-0.58,0.32,-0.28,0.755,0.318,-0.05,0.826,0.093,-0.076,220.3,1483.0,0,0,0,0
8034,7812893,K06919.01,CANDIDATE,8.7998722,0.000104,-0.000104,1.153,0.382,-0.382,270.0,53.9,-53.9,0.344,0.15,-0.344,0.014814,0.00206,-0.00211,42.18301,62.93533,-41.56888,1.09,0.05,-0.09,0.0729,89.65,577.0,26.18,5.79,-6.99,55.7,27.7,-27.7,4298.0,129.0,-142.0,4.603,0.053,-0.018,0.12,0.25,-0.3,0.675,0.028,-0.057,0.668,0.052,-0.052,7.4,154.0,0,0,0,0
8035,7816680,K06920.01,FALSE POSITIVE,4.292599454,3.93e-07,-3.93e-07,4.73293,0.00256,-0.00256,140000.0,98.8,-98.8,0.89,0.021,-0.008,0.499541,0.0141,-0.007,0.61693,0.0012,-0.00617,64.04,18.8,-8.07,0.0549,83.95,1319.0,715.83,616.01,-237.04,8.4387,0.0164,-0.0164,6467.0,173.0,-211.0,4.377,0.062,-0.188,-0.06,0.25,-0.3,1.174,0.345,-0.148,1.197,0.169,-0.169,1329.6,303.0,0,1,0,0
8036,7816935,K06921.01,CANDIDATE,6.87778029,9.03e-05,-9.03e-05,3.199,0.262,-0.262,124.0,14.6,-14.6,0.08,0.365,-0.079,0.01024,0.000628,-0.000792,1.81373,0.38245,-0.86454,1.19,0.4,-0.14,0.0735,89.72,1052.0,289.51,290.38,-91.78,16.55,3.5,-3.5,6274.0,174.0,-218.0,4.434,0.056,-0.224,-0.1,0.25,-0.3,1.062,0.361,-0.12,1.115,0.156,-0.156,10.1,197.0,0,0,0,0
8037,7838639,K06922.01,FALSE POSITIVE,2.113197701,2.04e-07,-2.04e-07,3.46341,0.00578,-0.00578,57300.0,72.0,-72.0,0.909,0.117,-0.012,0.313809,0.084,-0.00513,0.39785,0.02746,-0.00574,50.13,14.3,-14.3,0.033,78.46,1825.0,2624.42,2257.94,-1452.08,4.545,0.314,-0.314,6215.0,188.0,-206.0,4.138,0.258,-0.172,-0.2,0.25,-0.3,1.463,0.417,-0.417,1.073,0.169,-0.154,1048.1,632.0,0,1,0,0
8038,7846730,K06923.01,FALSE POSITIVE,11.02822674,3.96e-05,-3.96e-05,8.275,0.23,-0.23,278000.0,7100.0,-7100.0,0.351,2.799,-0.35,0.498296,2.27,-0.288,0.51036,1.7287,-0.47191,75.47,22.2,-18.1,0.1004,88.65,1028.0,264.14,236.59,-133.91,14.86,7.2,-7.2,6271.0,199.0,-243.0,4.199,0.19,-0.19,-0.1,0.25,-0.3,1.387,0.407,-0.333,1.109,0.194,-0.141,4680.2,0.0,0,1,0,0
8039,7847927,K06924.01,FALSE POSITIVE,70.37626987,1.99e-05,-1.99e-05,6.4205,0.0108,-0.0108,116000.0,183.0,-183.0,0.944,0.045,-0.036,0.490345,0.0348,-0.025,3.43786,0.048,-0.06161,40.43,8.08,-3.22,0.3141,89.44,373.0,4.59,2.84,-1.1,96.55,1.3,-1.3,5458.0,163.0,-147.0,4.603,0.032,-0.128,-0.3,0.3,-0.3,0.755,0.151,-0.06,0.845,0.08,-0.098,759.7,18.0,0,1,0,0
8040,7868967,K06925.01,CANDIDATE,12.9489256,0.000185,-0.000185,2.162,0.685,-0.685,331.0,125.0,-125.0,0.0847,0.4753,-0.0846,0.016341,0.00615,-0.00261,11.23116,389.06573,-10.07449,0.94,0.09,-0.13,0.0882,89.95,416.0,7.09,2.14,-2.47,46.3,22.9,-22.9,3867.0,80.0,-135.0,4.734,0.07,-0.07,-0.1,0.1,-0.2,0.525,0.05,-0.07,0.545,0.05,-0.07,7.2,99.0,0,0,0,0
8041,8526387,K07051.01,FALSE POSITIVE,0.772803664,5.18e-06,-5.18e-06,1.368,0.178,-0.178,290.0,35.0,-35.0,0.199,0.277,-0.199,0.015156,0.00141,-0.000984,2.58892,0.83637,-1.67922,1.11,0.08,-0.1,0.0143,87.37,1365.0,826.03,263.24,-232.76,4.34,1.4,-1.4,4535.0,159.0,-159.0,4.607,0.052,-0.028,-0.16,0.3,-0.3,0.668,0.048,-0.06,0.659,0.075,-0.054,8.5,1456.0,0,0,1,0
8042,8543278,K07052.01,FALSE POSITIVE,7.549299761,6.29e-07,-6.29e-07,2.46338,0.00361,-0.00361,44600.0,45.4,-45.4,0.899,0.15,-0.007,0.27158,0.105,-0.00537,3.11324,0.01275,-0.16611,18.8,2.43,-1.21,0.0669,87.56,690.0,53.74,22.43,-12.07,21.089,0.0864,-0.0864,5085.0,136.0,-151.0,4.679,0.028,-0.077,-0.58,0.3,-0.3,0.634,0.082,-0.041,0.699,0.068,-0.061,907.2,173.0,0,1,0,0
8043,8552500,K07053.01,FALSE POSITIVE,0.530972263,4.99e-06,-4.99e-06,3.653,0.658,-0.658,48.6,6.3,-6.3,1.079,0.227,-0.771,0.086135,0.0231,-0.059,0.08699,0.95873,-0.01722,9.32,3.15,-1.05,0.0131,8.18,2373.0,7495.0,7508.09,-2314.52,1.09,0.522,-0.522,6185.0,175.0,-197.0,4.472,0.054,-0.216,-0.18,0.25,-0.35,0.991,0.335,-0.112,1.06,0.144,-0.144,12.1,2519.0,0,0,1,1
8044,8552540,K07054.01,FALSE POSITIVE,0.530967171,8.2e-08,-8.2e-08,3.8102,0.0231,-0.0231,378000.0,808.0,-808.0,0.84,0.064,-0.06,0.852795,0.0503,-0.043,0.72596,0.05221,-0.05734,92.29,26.8,-11.5,0.0128,67.68,2312.0,6728.14,5635.99,-2109.21,2.212,0.159,-0.159,5951.0,148.0,-163.0,4.439,0.084,-0.196,-0.14,0.3,-0.3,0.991,0.288,-0.123,0.983,0.134,-0.122,671.9,0.0,0,1,0,0
8045,8553788,K07055.01,FALSE POSITIVE,1.606163631,1.35e-07,-1.35e-07,4.92516,0.00362,-0.00362,145000.0,75.3,-75.3,0.901,0.011,-0.012,0.51629,0.00795,-0.00816,0.25134,0.00075,-0.0028,130.46,12.9,-24.0,0.0335,73.89,2943.0,17727.93,4362.54,-6475.33,3.24834,0.00969,-0.00969,8027.0,63.0,-95.0,3.997,0.126,-0.073,0.07,0.15,-0.25,2.314,0.229,-0.426,1.94,0.163,-0.218,1662.0,836.0,0,1,0,0
8046,8553907,K07056.01,FALSE POSITIVE,42.03209608,6.49e-06,-6.49e-06,11.6768,0.00719,-0.00719,391000.0,208.0,-208.0,0.519,0.005,-0.004,0.649035,0.00189,-0.00302,0.85471,0.00144,-0.00377,79.17,17.7,-8.86,0.2462,89.31,622.0,35.34,22.48,-10.66,43.0567,0.0725,-0.0725,6618.0,148.0,-198.0,4.393,0.063,-0.147,-0.36,0.25,-0.3,1.117,0.25,-0.125,1.128,0.125,-0.139,2164.4,0.0,0,1,0,0
8047,8559796,K07057.01,FALSE POSITIVE,0.619303759,,,6.6038,,,74.5,,,1.013,,,0.025613,0.0,0.0,0.05327,0.0,0.0,4.71,1.53,-1.02,0.016,9.2,3232.0,25737.02,24732.63,-12431.62,1.025993,,,7138.0,199.0,-299.0,4.137,0.158,-0.193,-0.2,0.25,-0.35,1.684,0.548,-0.365,1.419,0.228,-0.228,3.5,1089.0,1,0,0,0
8048,8559863,K07058.01,FALSE POSITIVE,22.47049437,2.12e-06,-2.12e-06,7.39097,0.0057,-0.0057,46000.0,29.7,-29.7,0.86,0.007,-0.001,0.251225,0.00339,-0.000786,0.35395,0.00474,-0.00267,19.12,2.8,-1.29,0.1427,87.67,518.0,17.04,8.15,-3.75,21.14,0.283,-0.283,5315.0,159.0,-143.0,4.636,0.03,-0.09,-0.44,0.3,-0.3,0.697,0.102,-0.047,0.772,0.074,-0.074,2393.2,59.0,0,1,0,0
8049,8489260,K07889.01,CANDIDATE,130.235324,0.00303,-0.00303,5.678,0.534,-0.534,750.0,91.4,-91.4,0.075,0.387,-0.075,0.024722,0.00213,-0.00144,6.40419,1.64521,-3.80257,2.44,0.68,-0.23,0.5041,89.98,332.0,2.86,2.38,-0.8,179.1,46.0,-46.0,5616.0,166.0,-183.0,4.529,0.036,-0.192,0.16,0.2,-0.3,0.903,0.251,-0.084,1.006,0.085,-0.113,9.7,10.0,0,0,0,0
8050,9529856,K07185.01,FALSE POSITIVE,37.48222388,4.31e-06,-4.31e-06,4.81451,0.00428,-0.00428,29000.0,24.2,-24.2,1.2,0.037,-0.02,0.432821,0.0314,-0.0193,1.36396,0.00835,-0.01737,114.14,18.3,-42.7,0.2382,88.53,902.0,156.47,80.94,-101.59,46.616,0.285,-0.285,6422.0,195.0,-176.0,3.78,0.32,-0.08,-0.4,0.35,-0.3,2.415,0.387,-0.903,1.284,0.222,-0.247,1262.3,38.0,0,1,0,0
8051,9536048,K07186.01,FALSE POSITIVE,3.71186243,1.34e-05,-1.34e-05,1.032,0.198,-0.198,53.9,10.9,-10.9,0.469,0.54,-0.1,0.006941,0.00558,-0.000419,20.19752,673.95422,-19.84509,0.95,0.31,-0.16,0.0492,88.9,1406.0,922.9,868.92,-371.39,24.5,12.2,-12.2,6302.0,170.0,-208.0,4.299,0.112,-0.208,-0.02,0.25,-0.3,1.258,0.404,-0.218,1.15,0.181,-0.148,7.0,718.0,0,0,1,0
8052,9540450,K07187.01,FALSE POSITIVE,1.077358008,1.89e-07,-1.89e-07,3.6713,0.0092,-0.0092,311000.0,653.0,-653.0,0.619,0.014,-0.01,0.607972,0.00582,-0.00794,0.69569,0.02524,-0.01069,70.64,22.4,-12.1,0.0208,79.79,1925.0,3242.53,3570.72,-1500.5,3.495,0.127,-0.127,6100.0,298.0,-364.0,4.397,0.112,-0.208,-0.1,0.3,-0.3,1.064,0.338,-0.182,1.029,0.177,-0.145,537.4,0.0,0,1,0,0
8053,9540675,K07188.01,FALSE POSITIVE,3.55643514,9.02e-05,-9.02e-05,8.529,0.663,-0.663,45.8,3.9,-3.9,0.146,0.324,-0.146,0.006185,0.000336,-0.000329,0.05028,0.04035,-0.02073,0.75,0.21,-0.17,0.0436,87.41,1297.0,669.38,552.84,-314.33,3.23,1.3,-1.3,5831.0,157.0,-157.0,4.289,0.225,-0.184,-0.3,0.3,-0.3,1.109,0.312,-0.256,0.873,0.121,-0.08,13.4,305.0,0,0,1,1
8054,9541163,K07189.01,FALSE POSITIVE,0.5366497,6.27e-06,-6.27e-06,2.887,0.381,-0.381,105.0,13.5,-13.5,0.042,0.447,-0.042,0.009349,0.000679,-0.000823,0.24851,1.21,-0.07441,0.92,0.23,-0.08,0.0129,88.47,2142.0,4982.76,3678.56,-1340.69,1.558,0.759,-0.759,5822.0,140.0,-192.0,4.529,0.042,-0.178,-0.06,0.3,-0.3,0.898,0.231,-0.077,0.994,0.104,-0.116,10.6,1993.0,1,0,1,1
8055,9541567,K07190.01,FALSE POSITIVE,1.12284501,,,0.95,,,,,,,,,,,,1.30336,0.45473,-0.07951,,,,,,,42791.46,62588.41,-21938.48,,,,,,,,,,,,,,,,,,,,474.0,1,0,0,0
8056,9569866,K07191.01,FALSE POSITIVE,1.480324075,1.16e-07,-1.16e-07,3.20209,0.00283,-0.00283,400000.0,384.0,-384.0,0.388,0.016,-0.004,0.610647,0.00278,-0.00339,1.52315,0.00331,-0.02335,47.81,5.34,-4.8,0.0224,86.03,1313.0,701.93,273.65,-192.4,5.6088,0.0122,-0.0122,5260.0,157.0,-141.0,4.56,0.082,-0.06,-0.58,0.35,-0.3,0.717,0.08,-0.072,0.68,0.091,-0.035,1095.9,910.0,0,1,0,0
8057,9579192,K07192.01,FALSE POSITIVE,12.08353781,7.22e-07,-7.22e-07,7.90317,0.00254,-0.00254,43100.0,16.0,-16.0,0.749,0.001,-0.001,0.208169,9.6e-05,-3.9e-05,0.17765,0.00064,-0.00083,50.33,10.3,-15.5,0.115,86.13,1310.0,696.82,415.47,-401.04,11.1096,0.04,-0.04,6770.0,162.0,-203.0,3.89,0.266,-0.114,-0.24,0.3,-0.25,2.214,0.454,-0.681,1.389,0.231,-0.231,3799.5,112.0,0,1,0,0
8058,8540376,K07892.01,CONFIRMED,10.692115,0.00331,-0.00331,4.657,0.44,-0.44,408.0,51.2,-51.2,0.734,0.221,-0.507,0.019947,0.00655,-0.0018,0.31886,0.79845,-0.29363,2.71,0.82,-0.45,0.0996,86.62,1008.0,244.47,214.97,-98.88,12.44,5.2,-5.2,6474.0,159.0,-250.0,4.311,0.108,-0.201,-0.16,0.25,-0.3,1.242,0.38,-0.205,1.148,0.192,-0.157,9.4,8.0,0,0,0,0
8059,10363300,K07318.01,FALSE POSITIVE,0.934926138,7.6e-08,-7.6e-08,3.1925,0.00315,-0.00315,132000.0,67.1,-67.1,0.905,0.022,-0.008,0.498378,0.0154,-0.00629,0.53196,0.00217,-0.00901,58.67,18.0,-7.73,0.0195,71.87,1957.0,3455.76,3198.24,-1209.55,2.9075,0.0119,-0.0119,5962.0,181.0,-217.0,4.423,0.067,-0.216,0.22,0.2,-0.3,1.078,0.331,-0.142,1.126,0.138,-0.152,1149.3,1143.0,0,1,0,0
8060,10388451,K07319.01,CANDIDATE,17.1677675,0.000271,-0.000271,2.975,0.405,-0.405,335.0,48.0,-48.0,0.4828,0.0044,-0.4828,0.016943,0.000914,-0.00197,3.9438,2.42169,-2.35702,0.97,0.1,-0.09,0.1058,89.38,370.0,4.43,1.17,-0.99,39.5,12.1,-12.1,3761.0,50.0,-50.0,4.724,0.06,-0.06,0.0,0.1,-0.1,0.526,0.05,-0.05,0.535,0.05,-0.05,7.4,77.0,0,0,0,0
8061,10396708,K07320.01,CANDIDATE,8.50207749,9.33e-05,-9.33e-05,3.057,0.269,-0.269,117.0,12.8,-12.8,0.073,0.38,-0.072,0.009619,0.000684,-0.000651,2.56577,0.20707,-1.68267,0.75,0.07,-0.07,0.0722,89.81,679.0,50.14,16.48,-13.42,21.4,1.7,-1.7,4889.0,146.0,-131.0,4.57,0.066,-0.044,-0.24,0.3,-0.3,0.715,0.062,-0.069,0.693,0.088,-0.047,10.5,157.0,0,0,0,0
8062,10407047,K07321.01,FALSE POSITIVE,0.93374699,7.39e-06,-7.39e-06,6.168,0.409,-0.409,172.0,8.6,-8.6,1.167,0.125,-0.181,0.180609,0.123,-0.163,0.03661,0.01258,-0.01271,103.98,43.1,-43.1,0.0209,11.45,3442.0,33070.3,40521.06,-22909.5,1.191,0.409,-0.409,4909.0,132.0,-132.0,3.136,0.402,-0.268,-0.04,0.25,-0.25,5.272,2.186,-2.186,1.386,0.242,-0.363,25.5,762.0,0,0,1,1
8063,10407430,K07322.01,FALSE POSITIVE,0.933759404,6.05e-06,-6.05e-06,3.491,0.339,-0.339,115.0,6.9,-6.9,0.712,0.254,-0.47,0.010508,0.00325,-0.000921,0.10346,0.02366,-0.07725,0.99,0.29,-0.09,0.018,64.97,1763.0,2289.8,1979.66,-651.52,1.683,0.385,-0.385,5766.0,172.0,-189.0,4.514,0.06,-0.18,-0.26,0.3,-0.3,0.866,0.249,-0.083,0.895,0.11,-0.09,18.9,1224.0,0,0,0,1
8064,10407464,K07323.01,FALSE POSITIVE,0.93373711,1.28e-05,-1.28e-05,3.151,0.344,-0.344,12.9,1.4,-1.4,0.121,0.36,-0.121,0.003315,0.000178,-0.000243,0.2756,1.01317,-0.10859,0.37,0.07,-0.05,0.0183,87.03,2077.0,4422.99,2413.54,-1499.26,2.33,1.1,-1.1,6300.0,152.0,-190.0,4.391,0.096,-0.132,-0.54,0.3,-0.3,1.025,0.19,-0.139,0.942,0.112,-0.1,11.2,1444.0,0,0,0,1
8065,10417704,K07324.01,FALSE POSITIVE,3.0082548,,,2.38,,,,,,,,,,,,0.01605,0.01844,-0.00717,,,,,,,6114.15,13711.87,-2311.24,,,,,,,,,,,,,,,,,,,,351.0,1,0,0,0
8066,10420279,K07325.01,FALSE POSITIVE,45.43324862,1.34e-05,-1.34e-05,14.242,0.0141,-0.0141,414000.0,370.0,-370.0,0.489,0.006,-0.006,0.654977,0.00284,-0.00298,0.52495,0.00153,-0.00312,77.25,22.1,-13.6,0.247,89.27,529.0,18.46,15.49,-7.36,38.548,0.112,-0.112,5731.0,154.0,-171.0,4.359,0.128,-0.192,0.07,0.25,-0.3,1.08,0.309,-0.19,0.972,0.122,-0.1,1337.0,0.0,0,1,0,0
8067,10422852,K07326.01,FALSE POSITIVE,1.398890216,1.11e-06,-1.11e-06,4.9641,0.0564,-0.0564,66000.0,437.0,-437.0,1.123,0.019,-0.092,0.500818,0.0135,-0.0765,0.14909,0.00242,-0.01305,57.48,16.8,-9.03,0.0242,63.17,1784.0,2389.78,2123.51,-937.14,2.4892,0.0404,-0.0404,6134.0,192.0,-235.0,4.378,0.124,-0.186,-0.32,0.3,-0.3,1.051,0.307,-0.165,0.962,0.14,-0.115,204.0,499.0,0,1,0,0
8068,11495989,K07449.01,CANDIDATE,1.322475635,5.51e-06,-5.51e-06,5.307,0.16,-0.16,997.0,27.2,-27.2,1.198,0.4449,-0.132,0.234504,0.329,-0.186,0.02586,0.02322,-0.00764,14.03,0.92,-1.0,0.0193,26.36,1097.0,342.59,92.77,-79.07,1.337,0.6,-0.6,4668.0,133.0,-132.0,4.7,0.053,-0.053,-1.08,0.28,-0.3,0.548,0.036,-0.039,0.548,0.037,-0.023,53.9,803.0,0,0,0,0
8069,11499757,K07450.01,FALSE POSITIVE,12.31440232,7.97e-07,-7.97e-07,5.8903,0.00249,-0.00249,394000.0,116.0,-116.0,0.506,0.005,-0.004,0.646123,0.0021,-0.00247,1.95816,0.01288,-0.01004,75.21,22.1,-7.9,0.1086,88.84,864.0,131.33,113.96,-40.02,25.038,0.165,-0.165,6247.0,174.0,-217.0,4.433,0.065,-0.195,-0.06,0.25,-0.35,1.066,0.313,-0.112,1.122,0.145,-0.145,2540.6,0.0,1,0,0,0
8070,11501774,K07451.01,FALSE POSITIVE,0.691823991,8.01e-06,-8.01e-06,5.965,0.541,-0.541,166.0,18.6,-18.6,0.3501,0.1463,-0.3501,0.011667,0.00156,-0.00395,0.03691,0.0176,-0.00781,1.23,0.58,-0.17,0.0145,68.75,1878.0,2938.32,4424.05,-980.89,0.977,0.466,-0.466,5226.0,182.0,-140.0,4.404,0.127,-0.127,0.24,0.18,-0.22,0.962,0.46,-0.133,0.857,0.096,-0.056,18.0,1940.0,0,1,0,0
