toi,tfopwg_disp,pl_orbper,pl_trandurh,pl_trandep,pl_rade,pl_insol,pl_eqt,st_teff,st_logg,st_rad,st_tmag,st_dist,pl_orbpererr1,pl_orbpererr2,pl_trandurherr1,pl_trandurherr2,pl_trandeperr1,pl_trandeperr2,pl_radeerr1,pl_radeerr2,pl_insolerr1,pl_insolerr2,pl_eqterr1,pl_eqterr2,st_tefferr1,st_tefferr2,st_loggerr1,st_loggerr2,st_raderr1,st_raderr2,st_tmagerr1,st_tmagerr2,st_disterr1,st_disterr2
7003.01,PC,0.7331156,0.559,45524.0,13.8557,48.0269,733.0,3326.0,4.77,0.46,14.2717,155.969,5e-07,-5e-07,0.047,-0.047,9375.35,-9375.35,0.966293,-0.966293,,,,,157.0,-157.0,0.01,-0.01,0.01,-0.01,0.007,-0.007,1.3535,-1.3535
7004.01,PC,9.8162989,5.37,2369.0,9.90817,250.587,1108.0,5755.9,3.77,2.18,12.5926,948.197,0.0001293,-0.0001293,1.113,-1.113,192.801,-192.801,0.713863,-0.713863,,,,,107.5,-107.5,0.07,-0.07,0.1,-0.1,0.007,-0.007,14.211,-14.211
7005.01,APC,8.1420107,1.89,5380.0,8.96217,54.4532,756.0,6089.0,4.28938,1.27,12.8725,723.398,2.76e-05,-2.76e-05,0.387,-0.387,441.267,-441.267,0.640733,-0.640733,,,,,119.371,-119.371,0.081337,-0.081337,0.06,-0.06,0.006,-0.006,9.433,-9.433
7006.01,PC,51.9120896,4.975,15569.0,9.69324,5.28684,422.0,5437.0,4.55,0.86,12.8066,339.348,0.0001369,-0.0001369,0.61,-0.61,663.132,-663.132,0.60234,-0.60234,,,,,154.9,-154.9,0.09,-0.09,0.05,-0.05,0.006,-0.006,1.988,-1.988
7007.01,FP,1.5342604,3.271,1768.0,6.09992,15822.4,3124.0,8194.0,4.28,1.7,12.695,625.983,1.15e-05,-1.15e-05,0.587,-0.587,115.734,-115.734,0.434538,-0.434538,,,,,1362.5,-1362.5,0.16,-0.16,0.08,-0.08,0.213,-0.213,6.103,-6.103
7008.01,PC,0.8406912,1.489,2554.0,4.77919,1679.35,1783.0,5170.0,4.42,0.95,12.9055,410.467,1e-06,-1e-06,0.242,-0.242,126.655,-126.655,0.316552,-0.316552,,,,,125.2,-125.2,0.08,-0.08,0.06,-0.06,0.006,-0.006,2.092,-2.092
7009.01,PC,2.3206673,0.969,2935.0,4.047,42.4124,710.0,4231.0,4.61,0.67,12.9341,184.12,4.7e-06,-4.7e-06,0.218,-0.218,327.411,-327.411,0.426265,-0.426265,,,,,125.9,-125.9,0.11,-0.11,0.06,-0.06,0.006,-0.006,0.474,-0.474
701.01,FP,13.697384,4.783848,1061.94658,4.211945,96.8938034,800.1911623,5837.0,4.37713,1.10089,10.966,217.621,0.002108,-0.002108,0.424539,-0.424539,85.35073,-85.35073,0.685604,-0.685604,,,,,190.0,-190.0,0.321497,-0.321497,0.16444,-0.16444,0.006,-0.006,0.8895,-0.8895
7010.01,PC,4.1976032,1.971,10045.0,11.3523,149.237,973.0,5617.0,4.29,1.18,13.0287,583.755,5.9e-06,-5.9e-06,0.264,-0.264,418.802,-418.802,,,,,,,122.0,-122.0,,,,,0.028,-0.028,5.931,-5.931
7011.01,PC,19.394038,4.082,10061.0,10.5887,25.3617,625.0,5493.0,4.35,1.08,12.9664,518.602,6.31e-05,-6.31e-05,0.281,-0.281,533.881,-533.881,0.654456,-0.654456,,,,,140.6,-140.6,0.08,-0.08,0.06,-0.06,0.006,-0.006,4.2715,-4.2715
7012.01,PC,4.0197822,3.18,5109.0,9.47332,653.222,1408.0,6208.0,4.21,1.42,13.3792,931.193,2.09e-05,-2.09e-05,0.468,-0.468,306.368,-306.368,,,,,,,122.0,-122.0,,,,,0.011,-0.011,26.472,-26.472
7013.01,PC,4.2451891,2.663,5546.0,7.66981,221.068,1074.0,5358.0,4.37,1.05,12.6968,426.494,1.29e-05,-1.29e-05,0.324,-0.324,301.22,-301.22,0.493977,-0.493977,,,,,128.1,-128.1,0.08,-0.08,0.06,-0.06,0.009,-0.009,2.581,-2.581
7014.01,APC,0.7406805,0.598,2428.0,6.53553,854.861,1506.0,6204.8,4.44,1.08,12.5233,537.401,9e-07,-9e-07,0.141,-0.141,269.781,-269.781,0.438418,-0.438418,,,,,135.3,-135.3,0.08,-0.08,0.05,-0.05,0.007,-0.007,6.2195,-6.2195
7015.01,PC,7.0687489,0.515,50423.0,14.0241,0.313028,208.0,3368.0,4.77,0.47,14.3528,164.557,1.31e-05,-1.31e-05,0.1,-0.1,10757.2,-10757.2,1.09435,-1.09435,,,,,157.0,-157.0,0.01,-0.01,0.01,-0.01,0.007,-0.007,1.8365,-1.8365
7016.01,PC,1.598803,2.438,14208.0,15.4905,11433.8,2880.0,9488.0,4.58,1.32,13.3901,796.293,1.8e-06,-1.8e-06,0.161,-0.161,440.566,-440.566,,,,,,,124.0,-124.0,,,,,0.03,-0.03,12.551,-12.551
7017.01,PC,5.0826878,5.11,7327.0,19.0027,1426.43,1712.0,6743.0,3.83,2.42,13.1719,1526.54,2.39e-05,-2.39e-05,0.549,-0.549,329.643,-329.643,,,,,,,126.0,-126.0,,,,,0.011,-0.011,40.075,-40.075
7018.01,PC,20.3158735,5.276,39235.0,17.8657,37.1984,688.0,5725.0,4.53,0.91,12.9092,473.162,1.25e-05,-1.25e-05,0.045,-0.045,430.907,-430.907,0.859249,-0.859249,,,,,122.6,-122.6,0.07,-0.07,0.04,-0.04,0.007,-0.007,2.647,-2.647
7019.01,CP,48.2590904,6.299,6743.0,7.87933,13.5351,534.0,5936.0,4.61,0.85,12.7199,434.178,0.0002071,-0.0002071,0.432,-0.432,335.823,-335.823,0.426808,-0.426808,,,,,128.2,-128.2,0.08,-0.08,0.04,-0.04,0.007,-0.007,2.5705,-2.5705
702.01,PC,3.568141,1.4556337,906.9993541,2.0483578,49.3636227,676.0386184,4015.0,4.61505,0.577735,11.8371,84.4039,6.2e-06,-6.2e-06,0.1540196,-0.1540196,61.14857,-61.14857,0.2698408,-0.2698408,,,,,170.0,-170.0,0.235853,-0.235853,0.0594221,-0.0594221,0.006,-0.006,0.17925,-0.17925
7020.01,PC,3.1642475,1.115,2330.0,10.4341,296.494,1156.0,6975.0,4.01,2.02,11.3226,661.226,6.5e-06,-6.5e-06,0.411,-0.411,211.889,-211.889,0.683263,-0.683263,,,,,158.9,-158.9,0.08,-0.08,0.09,-0.09,0.014,-0.014,12.037,-12.037
7021.01,PC,49.5355004,8.483,5687.0,10.5617,27.5628,638.0,6173.0,4.26,1.33,12.2564,541.015,0.0002812,-0.0002812,0.526,-0.526,247.705,-247.705,0.567113,-0.567113,,,,,156.9,-156.9,0.09,-0.09,0.06,-0.06,0.015,-0.015,5.976,-5.976
7022.01,PC,2.8583729,1.236,11829.0,16.0985,259.61,1118.0,5537.0,4.27,1.19,12.9085,537.48,4.2e-06,-4.2e-06,0.216,-0.216,3996.44,-3996.44,2.31429,-2.31429,,,,,161.7,-161.7,0.08,-0.08,0.07,-0.07,0.019,-0.019,9.523,-9.523
7023.01,PC,2.3404152,2.522,11265.0,13.0087,1539.65,1745.0,6686.0,4.34,1.33,13.1587,879.003,6.9e-06,-6.9e-06,0.336,-0.336,576.228,-576.228,,,,,,,122.0,-122.0,,,,,0.009,-0.009,12.1455,-12.1455
7024.01,PC,1.9639208,1.467,30553.0,12.0421,74.4726,818.0,3914.3,4.52,0.71,14.0905,270.872,0.0002769,-0.0002769,0.161,-0.161,1846.89,-1846.89,,,,,,,276.7,-276.7,,,,,0.006,-0.006,2.2115,-2.2115
7025.01,PC,66.9954225,2.024,5477.0,11.7213,1.51166,308.0,6078.0,4.14,1.51,11.3683,429.239,9.75e-05,-9.75e-05,0.676,-0.676,317.349,-317.349,0.650433,-0.650433,,,,,119.2,-119.2,0.08,-0.08,0.07,-0.07,0.006,-0.006,4.0365,-4.0365
7026.01,PC,65.5580424,4.167,6381.0,5.53264,0.95388,275.0,4340.0,4.54,0.74,13.0172,228.15,0.0002627,-0.0002627,0.42,-0.42,348.489,-348.489,,,,,,,122.0,-122.0,,,,,0.006,-0.006,0.7435,-0.7435
7027.01,PC,4.2885021,1.427,4402.0,11.61,97.7022,875.0,5937.5,3.99,1.75,13.0105,1008.39,1.47e-05,-1.47e-05,0.266,-0.266,390.144,-390.144,,,,,,,88.6,-88.6,,,,,0.007,-0.007,11.1855,-11.1855
7028.01,PC,2.4596079,2.168,2195.0,4.09395,448.314,1281.0,5340.0,4.48,0.92,12.9405,427.132,4.6e-06,-4.6e-06,0.228,-0.228,80.6217,-80.6217,0.254357,-0.254357,,,,,128.7,-128.7,0.08,-0.08,0.05,-0.05,0.006,-0.006,3.1965,-3.1965
7029.01,PC,1.9271521,1.201,58745.0,13.364,29.2163,647.0,3516.0,4.7,0.55,14.8347,263.55,3e-06,-3e-06,0.091,-0.091,2910.97,-2910.97,0.587484,-0.587484,,,,,157.0,-157.0,0.01,-0.01,0.02,-0.02,0.008,-0.008,4.888,-4.888
703.01,PC,8.6729683,2.9598885,724.6732153,2.28271,114.2649808,833.8694004,5384.0,4.54758,0.91,10.2036,120.984,1.21e-05,-1.21e-05,0.3179983,-0.3179983,35.195774,-35.195774,0.119422,-0.119422,,,,,185.0,-185.0,0.368997,-0.368997,0.04,-0.04,0.006,-0.006,0.5465,-0.5465
703.02,PC,22.5682711,4.9745502,869.846616,2.479501,31.9256027,606.2538727,5384.0,4.54758,0.852304,10.2036,120.984,6.45e-05,-6.45e-05,0.3672092,-0.3672092,77.67697,-77.67697,2.229857,-2.229857,,,,,185.0,-185.0,0.368997,-0.368997,0.147665,-0.147665,0.006,-0.006,0.5465,-0.5465
7030.01,PC,2.5604496,1.339,423.0,1.60134,127.195,935.0,4679.0,4.54,0.77,9.6396,60.445,9.4e-06,-9.4e-06,0.446,-0.446,47.9762,-47.9762,0.161543,-0.161543,,,,,129.0,-129.0,0.1,-0.1,0.06,-0.06,0.006,-0.006,0.14755,-0.14755
7031.01,PC,1.7911016,1.3192751,12254.94398,7.0726104,114.7997816,834.843394,3718.0,4.62057,0.636647,14.367,295.802,0.0003034,-0.0003034,0.1881722,-0.1881722,1336.6227,-1336.6227,1.0872678,-1.0872678,,,,,157.0,-157.0,0.0125886,-0.0125886,0.0199952,-0.0199952,0.007,-0.007,4.8795,-4.8795
7032.01,PC,17.7456043,2.675,1203.0,2.44767,8.44389,474.0,4526.0,4.57,0.72,8.1532,26.6423,6.2e-05,-6.2e-05,0.496,-0.496,48.0856,-48.0856,0.203412,-0.203412,,,,,125.1,-125.1,0.1,-0.1,0.06,-0.06,0.006,-0.006,0.0226,-0.0226
7033.01,PC,0.7312783,1.289,322.0,1.7324,2334.8,1936.0,5508.0,4.45,0.97,10.2097,137.386,2.1e-06,-2.1e-06,0.286,-0.286,28.9896,-28.9896,0.132642,-0.132642,,,,,133.5,-133.5,0.08,-0.08,0.05,-0.05,0.006,-0.006,0.567,-0.567
7034.01,APC,0.9082202,1.461,605.0,5.31602,10962.9,,8482.0,,2.18,10.4875,573.293,2.6e-06,-2.6e-06,0.303,-0.303,50.3693,-50.3693,,,,,,,,,,,,,0.006,-0.006,,
7035.01,PC,4.18142,4.43,7013.0,14.794,1099.82,1638.0,6293.8,4.04,1.76,10.2955,318.756,0.00038,-0.00038,0.044,-0.044,64.5369,-64.5369,0.661276,-0.661276,,,,,245.5,-245.5,0.09,-0.09,0.08,-0.08,0.006,-0.006,2.798,-2.798
7036.01,PC,3.0513298,1.4911246,23465.90681,11.1893597,73.7445561,747.3985328,3937.0,4.60668,0.653572,14.4804,349.473,0.0013678,-0.0013678,0.2257237,-0.2257237,3597.9634,-3597.9634,1.447511,-1.447511,,,,,157.0,-157.0,0.0124596,-0.0124596,0.0200799,-0.0200799,0.007,-0.007,3.9085,-3.9085
7037.01,APC,4.1279985,1.698,3450.0,15.1533,675.403,1420.0,5865.0,4.28,1.23,12.0302,445.119,1.55e-05,-1.55e-05,0.225,-0.225,1820.55,-1820.55,5.82992,-5.82992,,,,,125.0,-125.0,0.08,-0.08,0.07,-0.07,0.007,-0.007,11.893,-11.893
7038.01,PC,8.6000492,3.059,639.0,3.12511,256.415,1114.0,6920.0,4.31183,1.42,8.9498,152.834,4.16e-05,-4.16e-05,0.784,-0.784,42.514,-42.514,0.208397,-0.208397,,,,,131.124,-131.124,0.0819904,-0.0819904,0.06,-0.06,0.006,-0.006,1.1065,-1.1065
7039.01,PC,3.3206355,4.732,667.0,3.01837,1683.48,1784.0,5768.0,4.21,1.33,10.0679,183.08,3.88e-05,-3.88e-05,0.604,-0.604,44.6127,-44.6127,0.218737,-0.218737,,,,,128.3,-128.3,0.08,-0.08,0.07,-0.07,0.006,-0.006,1.024,-1.024
704.01,CP,3.8143009,1.3793952,457.7909152,1.1147163,26.3711883,577.9658451,3625.0,4.7833,0.504068,10.1428,29.8424,4.7e-06,-4.7e-06,0.2121674,-0.2121674,21.996891,-21.996891,0.5950695,-0.5950695,,,,,69.0,-69.0,0.060185,-0.060185,0.0149315,-0.0149315,0.007,-0.007,0.0239,-0.0239
7040.01,PC,21.0562422,4.4190398,2640.337199,5.1947988,31.8281648,605.7907661,5376.0,4.45068,0.950465,11.6081,237.004,0.0075878,-0.0075878,0.4881459,-0.4881459,294.35925,-294.35925,0.7895158,-0.7895158,,,,,130.055,-130.055,0.0844354,-0.0844354,0.0535478,-0.0535478,0.006,-0.006,2.6615,-2.6615
7041.01,CP,9.6994666,15.7960068,512.9617961,9.5295926,143.2589795,882.3689413,4696.0,4.438,4.2105899,10.264,439.52,0.0051016,-0.0051016,0.9839063,-0.9839063,54.72791,-54.72791,2.9982812,-2.9982812,,,,,122.0,-122.0,,,,,0.006,-0.006,5.7325,-5.7325
7042.01,FP,2.817627,1.455,868.0,3.22711,327.873,1185.0,6320.6,4.4,1.17,10.4875,237.065,1.16e-05,-1.16e-05,0.289,-0.289,76.3479,-76.3479,0.239891,-0.239891,,,,,104.4,-104.4,0.08,-0.08,0.05,-0.05,0.006,-0.006,2.6065,-2.6065
7043.01,PC,17.3840061,3.932,561.0,1.69425,29.5344,649.0,5228.2,4.56,0.82,9.094,64.2031,0.0001712,-0.0001712,0.64,-0.64,33.5326,-33.5326,0.116438,-0.116438,,,,,106.5,-106.5,0.08,-0.08,0.04,-0.04,0.006,-0.006,0.0912,-0.0912
7044.01,PC,15.9669794,3.514,2229.0,6.72555,42.1361,709.0,5888.0,4.08,1.55,10.1135,232.078,8.6e-05,-8.6e-05,0.287,-0.287,100.859,-100.859,0.391351,-0.391351,,,,,126.9,-126.9,0.08,-0.08,0.07,-0.07,0.006,-0.006,1.691,-1.691
7045.01,PC,2.2775983,1.3,1131.0,4.16351,445.957,1280.0,6320.0,4.31,1.3,9.90787,201.532,6.3e-06,-6.3e-06,0.327,-0.327,85.3068,-85.3068,0.27059,-0.27059,,,,,115.9,-115.9,0.08,-0.08,0.05,-0.05,0.006,-0.006,0.8875,-0.8875
7046.01,PC,3.1084574,2.534,9902.0,13.2168,539.374,1342.0,6024.0,4.26,1.3,12.1788,528.702,3e-06,-3e-06,0.102,-0.102,214.502,-214.502,0.652102,-0.652102,,,,,133.0,-133.0,0.08,-0.08,0.06,-0.06,0.006,-0.006,6.015,-6.015
7047.01,PC,5.2729668,3.738,1177.0,2.56914,280.922,1140.0,5294.0,4.58,0.81,11.7732,216.12,4.63e-05,-4.63e-05,0.368,-0.368,87.727,-87.727,0.20187,-0.20187,,,,,128.2,-128.2,0.08,-0.08,0.05,-0.05,0.006,-0.006,1.0825,-1.0825
7048.01,PC,4.0863647,2.213,4671.0,13.1374,671.938,1418.0,5969.0,3.96876,1.8,12.269,753.924,7.6e-06,-7.6e-06,0.667,-0.667,586.825,-586.825,1.11072,-1.11072,,,,,132.984,-132.984,0.081687,-0.081687,0.09,-0.09,0.006,-0.006,14.437,-14.437
7049.01,PC,40.3833862,2.345,6555.0,2.03391,0.283517,203.0,3236.0,4.98108,0.25,11.5546,20.0182,0.0001082,-0.0001082,0.327,-0.327,311.225,-311.225,0.0858321,-0.0858321,,,,,157.0,-157.0,0.0126495,-0.0126495,0.01,-0.01,0.008,-0.008,0.0459,-0.0459
705.01,PC,47.0196372,5.8659335,1251.745615,3.1012834,8.6423925,437.2987599,5249.18,4.68369,0.877877,11.4994,191.058,0.0001501,-0.0001501,0.4234019,-0.4234019,61.23012,-61.23012,0.7683051,-0.7683051,,,,,43.8635,-43.8635,0.119192,-0.119192,0.0440101,-0.0440101,0.006,-0.006,0.6585,-0.6585
7050.01,PC,1.4182984,0.654,2124.0,9.60116,1110.56,1608.0,9267.0,4.32,1.75,10.3139,476.345,1.1e-06,-1.1e-06,0.091,-0.091,191.906,-191.906,0.569123,-0.569123,,,,,225.9,-225.9,0.07,-0.07,0.08,-0.08,0.014,-0.014,16.505,-16.505
7051.01,FP,4.9131459,1.25,4488.0,7.84064,76.9918,825.0,5999.0,4.38,1.12,10.3552,190.241,0.0007988,-0.0007988,0.266,-0.266,356.975,-356.975,0.510564,-0.510564,,,,,154.5,-154.5,0.08,-0.08,0.05,-0.05,0.006,-0.006,1.6635,-1.6635
7052.01,PC,2.8862017,0.487,412.0,1.71911,15.4038,551.0,4269.0,4.65,0.64,8.9588,29.7194,8.8e-06,-8.8e-06,0.179,-0.179,206.493,-206.493,0.334958,-0.334958,,,,,124.3,-124.3,0.1,-0.1,0.06,-0.06,0.006,-0.006,0.0206,-0.0206
7053.01,PC,2.8637988,2.746,266.0,7.75857,6505.86,2502.0,9416.0,3.49,4.62,7.78306,404.16,0.0016009,-0.0016009,0.768,-0.768,28.3694,-28.3694,0.54849,-0.54849,,,,,249.4,-249.4,0.07,-0.07,0.17,-0.17,0.006,-0.006,9.721,-9.721
7054.01,PC,14.7595601,5.5790065,16406.55614,7.3454534,12.439999,478.9882236,4708.0,4.80336,0.569838,11.9766,129.214,0.0020246,-0.0020246,0.1337201,-0.1337201,349.6017,-349.6017,0.6351595,-0.6351595,,,,,184.451,-184.451,0.1016,-0.1016,0.046995,-0.046995,0.006,-0.006,6.481,-6.481
7055.01,KP,3.1290476,3.409295,13426.20632,16.9082331,1052.239,1452.607721,5585.0,4.11064,1.4505399,11.6961,298.64,0.0001981,-0.0001981,0.0530088,-0.0530088,208.44247,-208.44247,0.9406207,-0.9406207,,,,,133.753,-133.753,0.0795005,-0.0795005,0.0770854,-0.0770854,0.007,-0.007,5.916,-5.916
7056.01,KP,2.993282,2.5766956,14780.30095,21.7455581,1890.648971,1681.792747,6343.0,4.13783,1.58601,12.419,655.037,0.0004857,-0.0004857,0.1304655,-0.1304655,921.27045,-921.27045,1.7183065,-1.7183065,,,,,111.606,-111.606,0.0931666,-0.0931666,0.10682,-0.10682,0.022,-0.022,24.078,-24.078
7057.01,KP,3.3777419,2.8147435,17290.43499,13.6239337,370.3984667,1118.889104,5080.0,4.33326,1.0408,12.8999,403.458,0.0003005,-0.0003005,0.0915782,-0.0915782,652.76117,-652.76117,0.9716735,-0.9716735,,,,,143.488,-143.488,0.0891976,-0.0891976,0.0629548,-0.0629548,0.006,-0.006,3.942,-3.942
7058.01,KP,2.4651801,3.5668145,11993.57276,17.0861139,2726.632761,1843.004568,6848.0,4.25,1.51554,10.1154,279.86,7.64e-05,-7.64e-05,0.0231183,-0.0231183,206.59933,-206.59933,0.7499446,-0.7499446,,,,,167.4,-167.4,0.09,-0.09,0.0648392,-0.0648392,0.006,-0.006,3.2125,-3.2125
7059.01,KP,4.4626647,3.0802705,7983.827052,13.3934403,1405.47983,1561.621947,7587.0,4.39508,1.3951401,11.1323,290.736,0.000359,-0.000359,0.071522,-0.071522,197.9701,-197.9701,0.556061,-0.556061,,,,,408.241,-408.241,0.0913315,-0.0913315,0.0530453,-0.0530453,0.006,-0.006,5.025,-5.025
706.01,PC,719.0381327,5.4244096,4851.409234,16.6333557,0.8538315,245.1674374,5709.6,3.53,1.4981,8.3643,94.697,0.0012108,-0.0012108,0.0805484,-0.0805484,62.193977,-62.193977,3.9165146,-3.9165146,,,,,57.0,-57.0,0.08,-0.08,0.0624095,-0.0624095,0.006,-0.006,0.53915,-0.53915
7060.01,PC,5.8497196,3.458,507.0,2.71286,375.868,1226.0,6009.6,4.22,1.35,10.0094,191.394,4.53e-05,-4.53e-05,0.714,-0.714,35.8829,-35.8829,0.1968,-0.1968,,,,,128.5,-128.5,0.08,-0.08,0.07,-0.07,0.006,-0.006,1.0415,-1.0415
7060.02,PC,1064.700399,3.285,1294.0,4.45158,4.48172,405.0,6009.6,4.22,1.35,10.0094,191.394,0.0004252,-0.0004252,0.773,-0.773,118.721,-118.721,0.365865,-0.365865,,,,,128.5,-128.5,0.08,-0.08,0.07,-0.07,0.006,-0.006,1.0415,-1.0415
7061.01,KP,2.1376682,1.879,8819.0,15.7532,531.159,1337.0,5806.0,4.05,1.6,9.13055,149.216,3.37e-05,-3.37e-05,0.027,-0.027,96.048,-96.048,0.773281,-0.773281,,,,,133.6,-133.6,0.07,-0.07,0.08,-0.08,0.006,-0.006,1.1405,-1.1405
7062.01,PC,10.5137924,2.275,1611.0,3.1867,25.6571,627.0,4942.0,4.58,0.77,8.863,47.6049,0.0012504,-0.0012504,0.556,-0.556,90.4786,-90.4786,0.233066,-0.233066,,,,,126.4,-126.4,0.09,-0.09,0.05,-0.05,0.006,-0.006,0.0972,-0.0972
7063.01,PC,3.7570477,1.938,340.0,1.41479,197.985,1045.0,5263.0,4.56,0.83,8.8868,58.9521,3.54e-05,-3.54e-05,0.712,-0.712,37.9987,-37.9987,0.138617,-0.138617,,,,,126.7,-126.7,0.09,-0.09,0.05,-0.05,0.006,-0.006,0.1833,-0.1833
7064.01,PC,61.5555962,6.996,182.0,2.1796,15.6504,554.0,6298.0,4.02,1.8,8.47427,144.581,0.0007233,-0.0007233,1.049,-1.049,13.6421,-13.6421,0.153763,-0.153763,,,,,121.9,-121.9,0.08,-0.08,0.08,-0.08,0.006,-0.006,0.591,-0.591
7065.01,FP,2.6667526,2.594,190.0,3.01006,1172.14,1630.0,6173.0,3.83,2.18,9.58671,280.342,1.27e-05,-1.27e-05,0.6,-0.6,16.4909,-16.4909,0.208297,-0.208297,,,,,126.5,-126.5,0.09,-0.09,0.1,-0.1,0.006,-0.006,1.714,-1.714
7066.01,KP,13.2341261,2.3705157,18389.50925,7.3853255,16.1089138,510.9593066,5025.0,4.88331,0.548929,13.8215,338.386,0.0051071,-0.0051071,0.3690949,-0.3690949,2172.0933,-2172.0933,1.2427559,-1.2427559,,,,,155.0,-155.0,,,,,0.006,-0.006,3.9865,-3.9865
7067.01,KP,15.3573522,3.5894467,21072.39707,13.3280613,47.2404772,668.6491835,5462.0,4.49258,0.915391,14.5293,872.343,0.0089502,-0.0089502,0.6059887,-0.6059887,2812.5781,-2812.5781,2.0405557,-2.0405557,,,,,124.0,-124.0,,,,,0.008,-0.008,20.8455,-20.8455
7068.01,KP,,20.5949466,4156.28182,8.964682,165.7019266,915.0643564,6181.58,4.23853,1.36797,11.4605,397.292,,,0.5034784,-0.5034784,223.64984,-223.64984,0.5683987,-0.5683987,,,,,118.847,-118.847,0.0820649,-0.0820649,0.0642663,-0.0642663,0.006,-0.006,4.0805,-4.0805
7069.01,PC,8.7201675,3.11,957.0,2.35848,84.6734,845.0,5443.0,4.56,0.85,10.4371,128.952,5.1e-05,-5.1e-05,0.534,-0.534,64.9571,-64.9571,0.17703,-0.17703,,,,,132.7,-132.7,0.08,-0.08,0.05,-0.05,0.006,-0.006,0.6425,-0.6425
707.01,PC,52.7993058,6.11948,541.2696023,2.3982714,10.9718358,464.183367,5409.22,4.46229,1.02101,10.0906,130.959,0.0002073,-0.0002073,0.5253979,-0.5253979,31.586758,-31.586758,0.9239807,-0.9239807,,,,,41.7711,-41.7711,0.115388,-0.115388,0.0503342,-0.0503342,0.006,-0.006,0.4145,-0.4145
707.02,PC,17.4757465,4.6911418,163.268484,1.4862817,47.9221101,671.0482261,5409.22,4.46229,1.02101,10.0906,130.959,0.0001124,-0.0001124,0.5481187,-0.5481187,18.675787,-18.675787,0.3462308,-0.3462308,,,,,41.7711,-41.7711,0.115388,-0.115388,0.0503342,-0.0503342,0.006,-0.006,0.4145,-0.4145
7070.01,PC,4.4563756,3.316,308.0,2.98505,452.138,1284.0,5658.0,3.93,1.8,9.55763,195.391,9.22e-05,-9.22e-05,0.87,-0.87,34.1242,-34.1242,0.273991,-0.273991,,,,,132.6,-132.6,0.08,-0.08,0.09,-0.09,0.006,-0.006,1.6225,-1.6225
7071.01,PC,5.5334128,6.74,169.0,2.57273,13680.1,3012.0,10409.0,4.15,2.28,8.58502,325.153,9.41e-05,-9.41e-05,1.1,-1.1,9.89823,-9.89823,0.145418,-0.145418,,,,,414.3,-414.3,0.07,-0.07,0.07,-0.07,0.006,-0.006,4.5165,-4.5165
7072.01,PC,0.8118915,0.909,1245.0,6.54453,4440.4,2274.0,6019.0,4.02,1.71,10.032,235.22,6e-07,-6e-07,0.231,-0.231,104.076,-104.076,0.459246,-0.459246,,,,,136.4,-136.4,0.08,-0.08,0.09,-0.09,0.009,-0.009,7.2685,-7.2685
7073.01,PC,13.1689848,7.607,2592.0,11.4366,472.115,1298.0,6282.0,3.84,2.2,12.3907,920.505,6.29e-05,-6.29e-05,1.639,-1.639,158.037,-158.037,0.71366,-0.71366,,,,,131.2,-131.2,0.09,-0.09,0.11,-0.11,0.009,-0.009,19.716,-19.716
7074.01,PC,4.6504794,5.051,6221.0,18.8371,1172.26,1630.0,6274.0,3.79,2.34,13.4554,1055.99,2.36e-05,-2.36e-05,0.347,-0.347,329.51,-329.51,,,,,,,122.0,-122.0,,,,,0.013,-0.013,22.705,-22.705
7075.01,PC,2.8120379,1.647,11880.0,9.95975,282.122,1141.0,6004.1,,0.91,13.3337,512.025,4.5e-06,-4.5e-06,0.185,-0.185,614.288,-614.288,0.399667,-0.399667,,,,,4.4,-4.4,,,0.02,-0.02,0.006,-0.006,,
7076.01,PC,3.4747684,3.054,4548.0,16.2878,4048.18,2222.0,6572.0,4.14,1.65,12.9805,807.901,1.55e-05,-1.55e-05,1.234,-1.234,5550.5,-5550.5,5.63718,-5.63718,,,,,155.6,-155.6,0.09,-0.09,0.07,-0.07,0.016,-0.016,10.44,-10.44
7077.01,PC,6.403011,5.82,3868.0,7.96127,629.67,1395.0,5713.3,,1.53,11.86,,3.83e-05,-3.83e-05,0.675,-0.675,153.386,-153.386,0.286718,-0.286718,,,,,10.2,-10.2,,,0.02,-0.02,0.06,-0.06,,
7078.01,PC,6.3962557,2.826,2257.0,5.10457,164.368,997.0,5847.0,4.36,1.13,12.177,416.945,2.53e-05,-2.53e-05,0.387,-0.387,123.639,-123.639,0.318198,-0.318198,,,,,149.9,-149.9,0.08,-0.08,0.06,-0.06,0.006,-0.006,4.031,-4.031
7079.01,APC,12.1252851,6.998,2706.0,15.2955,202.874,1051.0,4951.0,,2.39,11.9823,602.863,4.6e-05,-4.6e-05,1.349,-1.349,246.734,-246.734,,,,,,,123.0,-123.0,,,,,0.007,-0.007,8.2305,-8.2305
708.01,FP,1.996071,5.910879,352.76672,1.947951,1372.564389,1552.397488,6636.0,4.60452,0.975121,10.8623,214.756,0.000106,-0.000106,0.409116,-0.409116,36.18996,-36.18996,0.430095,-0.430095,,,,,200.0,-200.0,0.386891,-0.386891,0.154384,-0.154384,0.006,-0.006,1.1995,-1.1995
7080.01,PC,36.6892187,6.446,7413.0,9.1862,57.1087,765.0,6647.0,4.49,1.12,12.3503,518.344,0.0005536,-0.0005536,2.08,-2.08,582.202,-582.202,0.614422,-0.614422,,,,,184.8,-184.8,0.09,-0.09,0.05,-0.05,0.022,-0.022,8.385,-8.385
