toi,tfopwg_disp,pl_orbper,pl_trandurh,pl_trandep,pl_rade,pl_insol,pl_eqt,st_teff,st_logg,st_rad,st_tmag,st_dist,pl_orbpererr1,pl_orbpererr2,pl_trandurherr1,pl_trandurherr2,pl_trandeperr1,pl_trandeperr2,pl_radeerr1,pl_radeerr2,pl_insolerr1,pl_insolerr2,pl_eqterr1,pl_eqterr2,st_tefferr1,st_tefferr2,st_loggerr1,st_loggerr2,st_raderr1,st_raderr2,st_tmagerr1,st_tmagerr2,st_disterr1,st_disterr2
1071.01,KP,3.5544026,2.0550535,10164.87534,13.200677,515.0014435,1214.987644,5639.0,4.37172,1.11499,11.5803,290.198,2e-06,-2e-06,0.0377042,-0.0377042,290.74887,-290.74887,0.7620152,-0.7620152,,,,,188.0,-188.0,2.00387,-2.00387,0.0591758,-0.0591758,0.006,-0.006,2.937,-2.937
1072.01,FP,12.8379689,9.8464123,10539.01928,25.4886382,374.129,1225.0,5765.0,4.34773,2.4494,11.7106,703.878,0.0031236,-0.0031236,0.1878411,-0.1878411,361.00934,-361.00934,1.376776,-1.376776,,,,,189.0,-189.0,2.00358,-2.00358,0.11699,-0.11699,0.006,-0.006,10.696,-10.696
1073.01,CP,3.9228016,1.8736007,31510.90049,13.3368705,91.167589,788.0973496,4444.0,4.438,0.6983,13.6699,300.67,1.22e-05,-1.22e-05,0.0798146,-0.0798146,1047.8658,-1047.8658,0.4312808,-0.4312808,,,,,168.0,-168.0,,,,,0.006,-0.006,3.806,-3.806
1074.01,PC,13.9428705,3.7522756,1015.395543,2.4233421,28.0927293,587.1759148,5206.0,4.63095,0.741671,10.6339,107.356,5.85e-05,-5.85e-05,0.6019145,-0.6019145,87.93079,-87.93079,1.1757723,-1.1757723,,,,,183.0,-183.0,0.280579,-0.280579,0.0479724,-0.0479724,0.006,-0.006,0.408,-0.408
1075.01,CP,0.6047392,1.0403847,1027.683348,1.8625587,528.0253155,1222.59731,4046.0,4.60963,0.580337,11.1186,61.4592,5.6e-06,-5.6e-06,0.2214539,-0.2214539,64.46101,-64.46101,1.4926332,-1.4926332,,,,,170.0,-170.0,0.230678,-0.230678,0.0172756,-0.0172756,0.007,-0.007,0.09435,-0.09435
1076.01,KP,2.5495611,2.6173308,14921.40219,12.9171288,757.1284067,1337.864515,5659.0,4.44653,1.03997,11.2474,248.46,7e-07,-7e-07,0.0193336,-0.0193336,81.960434,-81.960434,0.6510275,-0.6510275,,,,,,,,,0.0519397,-0.0519397,0.006,-0.006,2.1455,-2.1455
1077.01,PC,1.6062693,1.9561305,16725.30193,12.6436029,844.2700581,1374.801814,5192.0,4.4617,0.984326,13.461,463.683,1e-06,-1e-06,0.0446816,-0.0446816,216.14401,-216.14401,0.3239791,-0.3239791,,,,,182.0,-182.0,2.00368,-2.00368,,,0.006,-0.006,3.3225,-3.3225
1078.01,CP,0.5182425,0.8565249,831.8920424,1.3485121,255.1405815,1019.329598,3325.0,4.88693,0.390989,10.1165,20.373,4.2e-06,-4.2e-06,0.0753501,-0.0753501,40.76848,-40.76848,0.0900143,-0.0900143,,,,,102.0,-102.0,0.098941,-0.098941,0.0117402,-0.0117402,0.007,-0.007,0.0192,-0.0192
1079.01,PC,3.1644075,2.0576293,5603.463547,14.8814743,2206.155048,1747.949001,6519.0,4.22068,1.7234,13.1284,1179.27,1.22e-05,-1.22e-05,0.2198119,-0.2198119,592.0081,-592.0081,1.1265037,-1.1265037,,,,,194.0,-194.0,,,,,0.006,-0.006,45.91,-45.91
108.01,KP,3.0440541,2.5984575,22236.01654,12.1086799,315.9871326,1075.318454,5523.0,4.52192,0.809868,13.163,421.855,4.3e-06,-4.3e-06,0.0611654,-0.0611654,490.51093,-490.51093,0.2679916,-0.2679916,,,,,,,,,,,0.01,-0.01,8.339,-8.339
1080.01,PC,3.9652485,1.0112593,3680.754444,1.2305102,5.2829448,386.6684768,3296.0,4.96636,0.199988,12.7067,25.559,1.22e-05,-1.22e-05,0.5740471,-0.5740471,458.06815,-458.06815,1.0583848,-1.0583848,,,,,64.0,-64.0,0.407584,-0.407584,0.0059812,-0.0059812,0.007,-0.007,0.0541,-0.0541
1081.01,PC,2.98278,3.109528,6136.231662,11.467011,,,6027.0,4.29978,1.23975,11.5247,354.05,0.000442,-0.000442,0.110696,-0.110696,315.89865,-315.89865,11.475316,-11.475316,,,,,192.0,-192.0,2.0042,-2.0042,1.23975,-1.23975,0.006,-0.006,,
1082.01,PC,16.3469053,3.5865698,2212.425725,3.5059571,8.9995944,441.7489067,4310.0,4.57345,0.649613,11.8835,100.248,5.04e-05,-5.04e-05,0.2242998,-0.2242998,107.20914,-107.20914,0.3785092,-0.3785092,,,,,173.0,-173.0,0.230511,-0.230511,0.0616131,-0.0616131,0.006,-0.006,0.25385,-0.25385
1083.01,PC,12.9802953,2.5034417,2407.260867,2.4241912,4.7341229,376.2093904,3614.0,4.81257,0.491323,12.0936,68.9109,3.43e-05,-3.43e-05,0.8578907,-0.8578907,199.78712,-199.78712,1.6760336,-1.6760336,,,,,64.0,-64.0,0.359456,-0.359456,0.0146852,-0.0146852,0.007,-0.007,0.125,-0.125
1084.01,KP,1.3484961,2.4074261,18463.76367,15.8824638,2706.960623,1839.671304,6346.0,4.38484,1.14759,12.2851,494.182,6e-07,-6e-07,0.0218727,-0.0218727,122.78925,-122.78925,0.8602182,-0.8602182,,,,,,,,,0.061613,-0.061613,0.006,-0.006,12.174,-12.174
1085.01,APC,3.2541181,4.341,13620.0,14.9476,1436.45,,6102.0,4.28649,1.28,11.6577,444.066,8e-07,-8e-07,0.018,-0.018,0.118046,-0.118046,,,,,,,193.0,-193.0,2.00486,-2.00486,,,0.006,-0.006,,
1086.01,PC,3.7178828,5.5277827,4864.840513,14.6986197,1925.142617,1689.411619,5818.0,4.33787,2.0840001,12.2303,736.397,4.1e-06,-4.1e-06,0.1120406,-0.1120406,79.77315,-79.77315,0.8573183,-0.8573183,,,,,190.0,-190.0,2.00353,-2.00353,0.106131,-0.106131,0.006,-0.006,11.06,-11.06
1087.01,FP,9.30992,3.464,2220.0,14.2968,215.208,1067.0,6907.0,3.63,3.09,9.4142,416.25,0.00209,-0.00209,0.232,-0.232,1.39456,-1.39456,0.777875,-0.777875,,,,,135.5,-135.5,0.09,-0.09,0.14,-0.14,0.006,-0.006,5.019,-5.019
1088.01,FA,1.15395,2.236,1550.0,5.48364,3534.3,2148.0,6093.0,4.2,1.4,10.4613,240.901,0.00017,-0.00017,0.103,-0.103,1.67219,-1.67219,0.324737,-0.324737,,,,,131.0,-131.0,0.08,-0.08,0.07,-0.07,0.006,-0.006,1.98,-1.98
1089.01,FP,4.73703,3.902,2410.0,25.7144,53821.0,4243.0,11600.0,4.13,2.48,10.3918,778.127,0.00453,-0.00453,0.481,-0.481,1380.87,-1380.87,10.2479,-10.2479,,,,,368.2,-368.2,0.07,-0.07,0.13,-0.13,0.01,-0.01,35.06,-35.06
109.01,KP,2.76676,2.6872178,14947.43878,12.2867389,505.8840075,1209.574123,5346.0,4.48823,0.984866,13.2366,513.011,2.5e-06,-2.5e-06,0.0726354,-0.0726354,290.84625,-290.84625,0.3063938,-0.3063938,,,,,,,,,,,0.007,-0.007,9.1275,-9.1275
1090.01,FP,2.19296,4.586,4933.74,22.7769,31883.5,3722.0,7009.8,3.6,2.95,10.0196,566.502,0.0003,-0.0003,0.079,-0.079,704.212,-704.212,8.69015,-8.69015,,,,,184.2,-184.2,0.61,-0.61,0.16,-0.16,0.006,-0.006,11.2155,-11.2155
1091.01,PC,1.725841,3.674,2710.0,15.0024,50469.2,4175.0,7348.0,3.9,2.39,9.3529,321.671,1.65e-05,-1.65e-05,0.322,-0.322,181.13,-181.13,3.57813,-3.57813,,,,,133.8,-133.8,0.09,-0.09,0.09,-0.09,0.006,-0.006,3.7845,-3.7845
1092.01,FP,1.1923,3.119,3730.0,30.666,40771.2,3958.0,6534.0,3.95,2.04,9.0039,209.919,3e-05,-3e-05,0.024,-0.024,297.774,-297.774,4.10377,-4.10377,,,,,136.4,-136.4,0.09,-0.09,0.09,-0.09,0.006,-0.006,1.7045,-1.7045
1093.01,FP,11.47606,6.083,3050.0,,,,,,,10.0067,1710.22,0.00162,-0.00162,0.44,-0.44,1149.79,-1149.79,,,,,,,,,,,,,0.168,-0.168,633.01,-633.01
1094.01,APC,0.5971314,0.468,910.0,9.08382,1596.43,1760.0,7710.0,3.98,2.28,9.9806,426.003,1.4e-06,-1.4e-06,0.109,-0.109,12.7147,-12.7147,0.96597,-0.96597,,,,,140.2,-140.2,0.08,-0.08,0.09,-0.09,0.007,-0.007,9.675,-9.675
1095.01,PC,1.4821386,2.1867078,2102.65683,13.7339261,18197.13545,2962.241804,7066.0,3.78,2.6647301,10.4291,582.521,1.4e-06,-1.4e-06,0.0338256,-0.0338256,30.643518,-30.643518,0.5647548,-0.5647548,,,,,133.7,-133.7,0.09,-0.09,0.10601,-0.10601,0.006,-0.006,7.7425,-7.7425
1096.01,FP,0.9209526,1.8602735,360.8801529,5.7349089,32740.36294,3430.762244,6553.0,3.65,2.8908899,10.11,490.288,0.0001855,-0.0001855,0.4647613,-0.4647613,42.466145,-42.466145,4.2950416,-4.2950416,,,,,136.4,-136.4,0.09,-0.09,0.125277,-0.125277,0.006,-0.006,5.048,-5.048
1097.01,CP,9.188506,2.492,460.0,2.16591,63.4589,786.0,5876.0,4.48,0.98,8.7215,79.5561,2.88e-05,-2.88e-05,0.153,-0.153,0.427735,-0.427735,0.121765,-0.121765,,,,,124.0,-124.0,0.08,-0.08,0.04,-0.04,0.006,-0.006,0.14855,-0.14855
1097.02,CP,13.9028391,2.1264429,647.2701039,2.6136848,77.4841883,756.6987586,5876.0,4.48,0.983215,8.7215,79.5561,0.0013871,-0.0013871,0.4109736,-0.4109736,70.93129,-70.93129,1.333298,-1.333298,,,,,124.0,-124.0,0.08,-0.08,0.0449925,-0.0449925,0.006,-0.006,0.14855,-0.14855
1098.01,CP,10.1826983,2.8275109,667.4752458,3.0538057,198.394783,957.1991659,6153.0,4.34814,1.14582,8.7581,105.096,1.29e-05,-1.29e-05,0.2582998,-0.2582998,45.255642,-45.255642,0.7958977,-0.7958977,,,,,194.0,-194.0,0.271419,-0.271419,0.0509699,-0.0509699,0.006,-0.006,0.266,-0.266
1099.01,CP,6.441006,1.812,914.0,2.56374,87.8902,853.0,4867.0,4.438,0.8,7.3661,23.606,6e-06,-6e-06,0.505,-0.505,46.8059,-46.8059,0.19448,-0.19448,,,,,179.0,-179.0,,,0.06,-0.06,0.006,-0.006,0.0179,-0.0179
110.01,KP,3.1743504,2.751086,15457.32476,14.9172256,718.9096994,1320.651823,5943.0,4.42524,1.15706,11.6714,342.14,1.7e-06,-1.7e-06,0.0309315,-0.0309315,155.05025,-155.05025,0.8283901,-0.8283901,,,,,,,,,0.0633669,-0.0633669,0.006,-0.006,2.912,-2.912
1100.01,FP,20.0731588,3.8449215,1152.964546,4.0506906,69.3993155,736.1368293,6033.0,4.37,1.14849,10.5135,205.43,8.61e-05,-8.61e-05,0.5039405,-0.5039405,68.35146,-68.35146,1.0627592,-1.0627592,,,,,129.5,-129.5,0.08,-0.08,0.0522613,-0.0522613,0.006,-0.006,1.1895,-1.1895
1101.01,FP,2.66903,1.548,3110.0,9.36823,429.86,1268.0,5803.5,4.07,1.56,10.5891,262.794,1e-05,-1e-05,0.285,-0.285,1.55398,-1.55398,0.500837,-0.500837,,,,,120.9,-120.9,0.08,-0.08,0.08,-0.08,0.006,-0.006,1.538,-1.538
1102.01,FP,6.63371,2.122,1555.34,2.75375,22.9987,610.0,4138.1,4.54,0.63,10.5652,58.0624,0.00059,-0.00059,0.26,-0.26,2.04117,-2.04117,0.16093,-0.16093,,,,,94.2,-94.2,0.12,-0.12,0.03,-0.03,0.006,-0.006,0.07515,-0.07515
1103.01,PC,2.94308,4.073,4490.0,45.3525,2533.34,1976.0,4437.0,,3.13,10.5598,320.212,1e-05,-1e-05,0.128,-0.128,1332.09,-1332.09,,,,,,,124.0,-124.0,,,,,0.007,-0.007,3.4725,-3.4725
1104.01,FP,341.2811281,6.303026,972.5797241,4.7531892,121.1597998,846.173434,6058.6,4.2,1.39203,7.5622,70.0154,0.0045871,-0.0045871,0.2728898,-0.2728898,54.08448,-54.08448,0.3291192,-0.3291192,,,,,110.5,-110.5,0.08,-0.08,0.060098,-0.060098,0.006,-0.006,0.6784,-0.6784
1105.01,PC,10.8680523,2.375,1553.0,2.90726,20.7383,594.0,4664.0,4.55,0.76,10.2809,79.5225,3.8e-05,-3.8e-05,0.645,-0.645,109.838,-109.838,0.252816,-0.252816,,,,,125.9,-125.9,0.09,-0.09,0.06,-0.06,0.006,-0.006,0.18475,-0.18475
1106.01,PC,11.1149,2.26,900.0,14.7645,21.9713,603.0,5042.0,,4.94,10.0717,523.425,0.00295,-0.00295,0.45,-0.45,3.59699,-3.59699,,,,,,,122.0,-122.0,,,,,0.006,-0.006,12.2925,-12.2925
1107.01,CP,4.0782392,4.8475616,6046.695969,13.898174,1619.008123,1617.82673,6501.0,4.08,1.74836,10.0068,281.314,1.7e-06,-1.7e-06,0.0254922,-0.0254922,29.462303,-29.462303,0.6260191,-0.6260191,,,,,138.9,-138.9,0.09,-0.09,0.0780452,-0.0780452,0.006,-0.006,2.017,-2.017
1108.01,FP,7.14386,1.467,11146.4,22.1531,,,7860.0,4.15,1.91,9.941,417.08,0.00054,-0.00054,0.223,-0.223,53.8514,-53.8514,1.97652,-1.97652,,,,,220.0,-220.0,0.07,-0.07,0.11,-0.11,0.006,-0.006,7.204,-7.204
1109.01,FP,7.04083,2.979,1580.0,8.46404,852.336,1505.0,5317.0,4.49,0.91,9.7906,102.238,3e-05,-3e-05,0.235,-0.235,458.747,-458.747,2.20234,-2.20234,,,,,65.7,-65.7,0.08,-0.08,0.05,-0.05,0.006,-0.006,0.2185,-0.2185
111.01,KP,2.1061569,1.4688934,12142.22385,13.086872,691.8428073,1308.041753,5380.0,4.4337,0.940697,13.183,508.842,2.6e-06,-2.6e-06,0.056278,-0.056278,514.4283,-514.4283,2.512208,-2.512208,,,,,,,,,,,0.006,-0.006,3.896,-3.896
1110.01,FP,2.4545635,2.321,4248.0,11.1276,2162.73,1899.0,6610.0,4.15,1.64,9.6789,243.838,1e-06,-1e-06,0.262,-0.262,54.2672,-54.2672,0.467151,-0.467151,,,,,128.4,-128.4,0.08,-0.08,0.07,-0.07,0.006,-0.006,2.659,-2.659
1111.01,FP,11.4756978,0.808,8341.0,14.1098,11.4585,512.0,7262.0,4.0,2.13,9.3871,312.461,8.85e-05,-8.85e-05,0.521,-0.521,2131.75,-2131.75,4.18181,-4.18181,,,,,134.8,-134.8,0.08,-0.08,0.08,-0.08,0.006,-0.006,4.28,-4.28
1112.01,FP,2.78186,2.456,490.0,4.92567,1323.21,1680.0,6819.0,3.92,2.21,9.5162,292.085,0.0005,-0.0005,0.428,-0.428,1.16068,-1.16068,0.331864,-0.331864,,,,,137.6,-137.6,0.09,-0.09,0.09,-0.09,0.006,-0.006,1.9425,-1.9425
1113.01,FP,6.4410082,1.798,7076.0,4.59203,8.2114,471.0,3469.0,4.71,0.53,9.66865,23.8853,6.6e-06,-6.6e-06,0.304,-0.304,288.828,-288.828,0.175872,-0.175872,,,,,157.0,-157.0,0.01,-0.01,0.02,-0.02,0.007,-0.007,0.05215,-0.05215
1114.01,APC,2.4887726,2.632,4852.0,,773.3029498,1344.953181,8048.0,4.438,,8.1129,174.475,1.4e-06,-1.4e-06,0.07,-0.07,79.8358,-79.8358,,,,,,,,,,,,,0.006,-0.006,,
1115.01,APC,4.45199,2.109,8483.38,15.8858,1013.74,1571.0,6708.3,4.2,1.57,10.526,359.215,0.00035,-0.00035,0.087,-0.087,2082.29,-2082.29,7.89042,-7.89042,,,,,119.7,-119.7,0.09,-0.09,0.06,-0.06,0.006,-0.006,8.103,-8.103
1116.01,PC,5.0100708,2.0644756,409.4812214,2.3107394,210.6631712,971.6657708,5551.0,4.46214,0.906282,9.5268,94.4178,1.35e-05,-1.35e-05,0.184039,-0.184039,41.617928,-41.617928,0.1963706,-0.1963706,,,,,187.0,-187.0,0.371807,-0.371807,0.048892,-0.048892,0.006,-0.006,0.24735,-0.24735
1117.01,PC,2.2281625,2.015,630.0,2.56778,702.927,1434.0,5731.0,4.43,1.02,10.4055,167.598,1.51e-05,-1.51e-05,0.28,-0.28,1.19719,-1.19719,0.178594,-0.178594,,,,,132.8,-132.8,0.08,-0.08,0.05,-0.05,0.006,-0.006,0.913,-0.913
1118.01,FP,4.13812,3.911,5560.0,,613.964,1386.0,4898.4,,,10.5084,,0.00036,-0.00036,0.49,-0.49,2.56649,-2.56649,,,,,,,88.7,-88.7,,,,,0.006,-0.006,,
1119.01,APC,10.95663,3.588,3830.0,23.9726,619.065,1389.0,6456.0,3.92,2.07,10.5024,421.518,0.00203,-0.00203,0.259,-0.259,1477.42,-1477.42,8.82147,-8.82147,,,,,127.2,-127.2,0.09,-0.09,0.1,-0.1,0.006,-0.006,7.0305,-7.0305
112.01,KP,2.4997996,2.865171,14621.20596,13.8516093,907.8624196,1399.989438,5650.0,4.28867,1.13732,11.6035,302.448,4e-07,-4e-07,0.0097803,-0.0097803,38.342907,-38.342907,0.7051293,-0.7051293,,,,,,,,,0.0577764,-0.0577764,0.006,-0.006,2.004,-2.004
1120.01,FP,1.66226,3.321,6030.0,13.3343,7149.89,2561.0,7301.0,4.23,1.64,10.4063,386.323,,,0.084,-0.084,0.893586,-0.893586,0.611171,-0.611171,,,,,141.5,-141.5,0.08,-0.08,0.07,-0.07,0.006,-0.006,9.084,-9.084
1121.01,FP,4.07611,2.062,1454.18,,,,,,,11.0605,338.644,0.002,-0.002,0.503,-0.503,5.36746,-5.36746,,,,,,,,,,,,,0.006,-0.006,7.02,-7.02
1122.01,FP,3.6245513,3.042,1299.0,4.3503,919.571,,6317.0,,1.38,10.2934,249.826,1.18e-05,-1.18e-05,0.599,-0.599,70.8579,-70.8579,,,,,,,,,,,,,0.007,-0.007,,
1123.01,APC,1.20928,1.886,11883.8,15.1764,,,5159.8,4.23,1.27,10.2398,161.932,2e-05,-2e-05,0.025,-0.025,825.818,-825.818,4.0994,-4.0994,,,,,156.3,-156.3,0.08,-0.08,0.07,-0.07,0.006,-0.006,2.2055,-2.2055
1124.01,APC,3.5187707,2.408,5634.0,14.0061,2000.01,1863.0,6690.0,4.24,1.49,7.2235,75.7145,9.4e-06,-9.4e-06,0.36,-0.36,2587.51,-2587.51,2.57585,-2.57585,,,,,119.9,-119.9,0.09,-0.09,0.07,-0.07,0.006,-0.006,0.60865,-0.60865
1125.01,PC,0.7724825,1.3744974,211.3168519,4.1624907,60276.50005,3996.287792,8271.0,3.95,2.5027299,8.0465,237.593,6.8e-06,-6.8e-06,0.1910592,-0.1910592,14.352041,-14.352041,0.5104,-0.5104,,,,,143.9,-143.9,0.07,-0.07,0.0856759,-0.0856759,0.006,-0.006,4.3795,-4.3795
1126.01,FP,1.6268695,3.231,1502.0,2.36498,1946.23,1850.0,5034.0,4.64,0.73,10.3579,97.8115,4.6e-06,-4.6e-06,0.308,-0.308,48.6699,-48.6699,0.148538,-0.148538,,,,,48.8,-48.8,0.08,-0.08,0.04,-0.04,0.006,-0.006,0.44215,-0.44215
1127.01,FP,2.32439,4.453,2704.18,,68217.5,4502.0,8268.5,3.93,,7.3163,177.741,0.00021,-0.00021,0.059,-0.059,165.431,-165.431,,,,,,,268.2,-268.2,0.07,-0.07,,,0.006,-0.006,2.084,-2.084
1128.01,FP,13.5499,1.795,1180.0,6.24633,31.6652,660.0,6209.0,4.09,1.63,9.7298,222.529,0.00564,-0.00564,0.72,-0.72,19.1341,-19.1341,0.838277,-0.838277,,,,,131.0,-131.0,0.08,-0.08,0.08,-0.08,0.006,-0.006,3.137,-3.137
1129.01,FP,4.43651,3.365,1520.0,19.9664,8233.41,2653.0,7101.9,3.91,2.32,8.7823,247.414,0.00101,-0.00101,0.269,-0.269,594.271,-594.271,6.34495,-6.34495,,,,,165.9,-165.9,0.1,-0.1,0.15,-0.15,0.007,-0.007,2.905,-2.905
113.01,KP,3.372877,2.63426,17163.60419,14.201803,615.165921,1270.187448,6050.0,4.45061,1.02,12.1893,448.637,0.000147,-0.000147,0.043644,-0.043644,212.40587,-212.40587,0.154789,-0.154789,,,,,,,,,,,0.006,-0.006,7.508,-7.508
1130.01,CP,8.34998,1.836,16680.0,11.1424,19.9348,588.0,4236.0,4.52,0.74,10.1429,58.2609,1e-05,-1e-05,0.061,-0.061,15.1352,-15.1352,1.06327,-1.06327,,,,,122.3,-122.3,0.1,-0.1,0.07,-0.07,0.006,-0.006,0.16955,-0.16955
1130.02,CP,4.0686405,1.8373729,2650.095001,3.7548333,84.108766,772.378302,4236.0,4.52,0.741921,10.1429,58.2609,0.0002958,-0.0002958,0.0777888,-0.0777888,99.40586,-99.40586,0.5705166,-0.5705166,,,,,122.3,-122.3,0.1,-0.1,0.0675678,-0.0675678,0.006,-0.006,0.16955,-0.16955
1131.01,PC,0.5860366,0.8098934,410.5241553,4.906408,26813.10571,3263.672181,5579.0,3.67,2.39803,9.2872,222.74,4.9e-06,-4.9e-06,0.0496798,-0.0496798,21.146746,-21.146746,1.6418222,-1.6418222,,,,,135.4,-135.4,0.08,-0.08,0.136922,-0.136922,0.006,-0.006,6.115,-6.115
1132.01,FP,1.5502952,2.938,411.0,3.34528,10796.6,2839.0,7851.0,4.17,1.86,9.2293,286.668,4.6e-06,-4.6e-06,0.33,-0.33,18.1669,-18.1669,0.145518,-0.145518,,,,,72.9,-72.9,0.07,-0.07,0.05,-0.05,0.006,-0.006,2.913,-2.913
1133.01,FP,1.80709,3.297,450.0,4.86242,7233.01,2569.0,6244.0,3.84,2.2,9.11458,233.369,0.00123,-0.00123,1.009,-1.009,2.70834,-2.70834,0.467902,-0.467902,,,,,124.8,-124.8,0.09,-0.09,0.11,-0.11,0.006,-0.006,5.819,-5.819
1134.01,FP,18.6922101,7.765,11126.0,18.1458,282.175,1141.0,6277.0,4.09,1.65,9.03609,170.732,0.0001259,-0.0001259,1.008,-1.008,185.114,-185.114,0.786783,-0.786783,,,,,125.8,-125.8,0.09,-0.09,0.07,-0.07,0.006,-0.006,0.812,-0.812
1135.01,CP,8.0277326,4.284,5705.0,9.06883,248.619,1106.0,5962.7,4.38,1.15,9.02855,114.048,1.3e-06,-1.3e-06,0.021,-0.021,19.6569,-19.6569,0.406897,-0.406897,,,,,68.6,-68.6,0.08,-0.08,0.05,-0.05,0.006,-0.006,0.307,-0.307
1136.01,CP,12.5187279,5.38,2320.0,5.58857,626.362,1393.0,5729.0,4.47,0.98,8.9361,84.5362,3.16e-05,-3.16e-05,0.2,-0.2,4.46525,-4.46525,0.357814,-0.357814,,,,,131.1,-131.1,0.08,-0.08,0.05,-0.05,0.006,-0.006,0.158,-0.158
1136.02,CP,6.2586065,3.201,813.0,2.51593,232.392,1087.0,5729.0,4.47,0.98,8.9361,84.5362,1.03e-05,-1.03e-05,0.508,-0.508,34.3389,-34.3389,0.147348,-0.147348,,,,,131.1,-131.1,0.08,-0.08,0.05,-0.05,0.006,-0.006,0.158,-0.158
1136.03,CP,26.3208756,4.414,800.0,2.71349,26.4328,631.0,5729.0,4.47,0.98,8.9361,84.5362,0.0001272,-0.0001272,0.562,-0.562,0.435205,-0.435205,0.151793,-0.151793,,,,,131.1,-131.1,0.08,-0.08,0.05,-0.05,0.006,-0.006,0.158,-0.158
1136.04,CP,18.795547,4.3425576,470.6731965,2.1597669,48.477077,672.9826313,5729.0,4.47,0.977727,8.9361,84.5362,0.0001037,-0.0001037,0.4313743,-0.4313743,55.53711,-55.53711,0.8829104,-0.8829104,,,,,131.1,-131.1,0.08,-0.08,0.0483517,-0.0483517,0.006,-0.006,0.158,-0.158
1137.01,PC,1.3206356,1.6000996,1052.4256,34.7561624,3652.258249,1982.71421,4919.6,,6.3070302,9.00558,419.435,0.0001541,-0.0001541,0.1169892,-0.1169892,78.95927,-78.95927,34.22737,-34.22737,,,,,59.0,-59.0,,,,,0.006,-0.006,5.153,-5.153
1138.01,FP,0.64971,2.076,620.0,6.23181,83182.0,4731.0,9994.0,4.02,2.59,8.90601,395.12,0.00018,-0.00018,0.328,-0.328,1.19044,-1.19044,0.414634,-0.414634,,,,,756.2,-756.2,0.09,-0.09,0.11,-0.11,0.006,-0.006,6.803,-6.803
1139.01,PC,4.4780798,4.513,1054.0,11.3678,31621.7,3715.0,7947.0,4.2,1.83,8.86193,238.726,2.57e-05,-2.57e-05,1.431,-1.431,1790.45,-1790.45,3.19802,-3.19802,,,,,323.7,-323.7,0.08,-0.08,0.06,-0.06,0.006,-0.006,1.703,-1.703
114.01,KP,3.2887898,3.4367717,7005.72479,10.5135877,759.3373533,1338.839265,5800.0,4.28004,1.24175,10.6103,216.526,3e-07,-3e-07,0.0099877,-0.0099877,13.795558,-13.795558,0.5185372,-0.5185372,,,,,,,,,0.0610804,-0.0610804,0.006,-0.006,0.932,-0.932
1140.01,FP,13.7431084,2.285,5688.0,12.05,84.3234,844.0,5941.5,,1.34,8.88797,121.182,1.8e-06,-1.8e-06,0.065,-0.065,298.823,-298.823,,,,,,,161.9,-161.9,,,,,0.006,-0.006,0.27,-0.27
1141.01,FP,16.9487087,4.2887767,156467.548,45.2204505,78.263287,758.5937679,5894.7,4.37,1.1179,8.8523,97.3391,6e-07,-6e-07,0.0011975,-0.0011975,41.571255,-41.571255,2.1992197,-2.1992197,,,,,90.3,-90.3,0.08,-0.08,0.0543668,-0.0543668,0.006,-0.006,0.2589,-0.2589
1142.01,FP,3.3686634,3.012,3288.0,42.2321,9856.24,2775.0,7518.0,3.82,2.68,8.64028,299.294,2.19e-05,-2.19e-05,0.601,-0.601,3706.13,-3706.13,4.12898,-4.12898,,,,,143.2,-143.2,0.09,-0.09,0.1,-0.1,0.009,-0.009,3.7665,-3.7665
1143.01,FP,11.2071839,4.366,3276.0,17.4989,813.063,1487.0,6152.0,3.84,2.24,8.63287,191.984,2.86e-05,-2.86e-05,0.212,-0.212,656.96,-656.96,1.38618,-1.38618,,,,,75.9,-75.9,0.09,-0.09,0.1,-0.1,0.006,-0.006,1.9545,-1.9545
1144.01,KP,4.8878037,2.184,4279.0,5.29152,71.6805,810.0,4757.3,4.56,0.76,8.5077,37.7647,9e-07,-9e-07,0.082,-0.082,24.5064,-24.5064,0.336684,-0.336684,,,,,130.6,-130.6,0.09,-0.09,0.05,-0.05,0.006,-0.006,0.03365,-0.03365
1145.01,FP,2.97164,1.534,7350.0,,3089.18,2076.0,8562.5,,,8.5011,438.395,0.00034,-0.00034,0.15,-0.15,977.734,-977.734,,,,,,,998.1,-998.1,,,,,0.008,-0.008,10.886,-10.886
1146.01,FP,0.660179,1.6349369,473.0939303,6.1672487,252487.7639,5717.153248,8598.7,4.1,2.62432,8.40386,411.307,4.15e-05,-4.15e-05,0.1273704,-0.1273704,27.828228,-27.828228,0.5571844,-0.5571844,,,,,975.0,-975.0,,,,,0.006,-0.006,6.9,-6.9
1147.01,FP,10.9278415,2.468,2743.0,49.1695,270.142,1129.0,6259.0,3.59,2.92,8.36544,218.258,6.02e-05,-6.02e-05,0.713,-0.713,5988.19,-5988.19,6.71322,-6.71322,,,,,130.9,-130.9,0.09,-0.09,0.14,-0.14,0.006,-0.006,3.317,-3.317
1148.01,KP,5.5514888,4.335,9493.0,15.8043,802.858,1482.0,6403.9,4.16,1.55,7.9179,96.5173,2.7e-06,-2.7e-06,0.454,-0.454,66.1719,-66.1719,0.622968,-0.622968,,,,,184.1,-184.1,0.08,-0.08,0.06,-0.06,0.006,-0.006,0.31225,-0.31225
